matricula,sexo,nacionalidad,lugar_nacimiento,fecha_nacimiento,tipo_ingreso,colonia,escuela_procedencia,ubicacion_escuela_procedencia,nivel,carrera,turno,ciclo
UVA20247935,M,Mexicana,Mérida,,Reinscrito,Itzimná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Derecho,Vespertino,Agosto-Diciembre
UVA20249962,F,Mexicana,Valladolid,,Repetidor,CENTRO,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Gastronomía,Matutino,2024-B
UVA20241347,M,Mexicana,,1997-11-08,Equivalencia,Francisco de Montejo,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Psicología,Matutino,2024-B
UVA20241676,M,Mexicana,Valladolid,,Repetidor,Itzimná,CBTIS 95,Kanasín,Licenciatura,Lic. en Admin. de Empresas,Vespertino,Enero-Junio
UVA20241267,F,Mexicana,Tizimín,2005-03-03,Repetidor,nan,Preparatoria Estatal No. 1,nan,Ingeniería,Lic. en Criminología,Vespertino,2024-B
UVA20243818,M,Mexicana,Valladolid,2005-11-20,Nuevo,Francisco de Montejo,nan,Kanasín,Licenciatura,Lic. en Fisioterapia,Vespertino,Enero-Junio
UVA20246367,F,Mexicana,Mérida,,Repetidor,Francisco de Montejo,CONALEP Mérida,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Matutino,2024-B
UVA20249482,M,Mexicana,Cancún,,Repetidor,CENTRO,nan,Kanasín,Ingeniería,Lic. en Derecho,Matutino,2023-A
UVA20246643,F,Mexicana,,2003-05-14,Nuevo,Francisco de Montejo,CBTIS 95,"Mérida, Yucatán",Ingeniería,Lic. en Fisioterapia,Matutino,2024-B
UVA20248674,M,Mexicana,Valladolid,2004-04-13,Repetidor,Centro,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Ing. en Procesos de Manufactura,Matutino,2023-A
UVA20246496,M,Mexicana,Mérida,,Equivalencia,Centro,CBTIS 95,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Vespertino,Enero-Junio
UVA20246071,,Mexicana,Mérida,2004-01-20,Nuevo,nan,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
UVA20249211,M,Mexicana,Tizimín,,Nuevo,CENTRO,nan,"Mérida, Yucatán",Ingeniería,Lic. en Diseño de Modas,Matutino,2024-B
UVA20241098,F,Mexicana,,2003-09-12,Nuevo,CENTRO,nan,"Mérida, Yucatán",Ingeniería,Ing. Civil,Matutino,2024-B
UVA20246930,M,Mexicana,,1999-10-23,Reinscrito,nan,nan,Tizimín,Licenciatura,Lic. en Arquitectura,Matutino,Enero-Junio
UVA20247659,F,Mexicana,Tizimín,,Reinscrito,centro,nan,nan,Licenciatura,Lic. en Diseño de Modas,Matutino,2023-A
UVA20241449,,Mexicana,,,Equivalencia,nan,Preparatoria Estatal No. 1,nan,Ingeniería,Lic. en Enfermería,Vespertino,2023-A
UVA20247919,F,Mexicana,,,Reinscrito,centro,nan,Kanasín,Licenciatura,Lic. en Educación,Vespertino,2023-A
UVA20241358,F,Mexicana,Valladolid,1995-07-10,Nuevo,nan,CBTIS 95,nan,Licenciatura,Ing. Civil,Matutino,2023-A
UVA20249928,F,Mexicana,Valladolid,2003-04-16,Repetidor,Centro,Prepa Abierta,Kanasín,Licenciatura,Lic. en Nutrición,Vespertino,2024-B
UVA20247525,,Mexicana,,,Repetidor,Chuburná,CBTIS 95,Umán,Licenciatura,Ing. Civil,Vespertino,Enero-Junio
UVA20249641,F,Mexicana,,,Reinscrito,centro,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Enfermería,Matutino,Agosto-Diciembre
UVA20244512,M,Mexicana,Tizimín,2000-04-25,Equivalencia,Chuburná,CONALEP Mérida,Umán,Licenciatura,Lic. en Educación,Vespertino,Enero-Junio
UVA20244037,M,Mexicana,,,Equivalencia,nan,nan,Kanasín,Licenciatura,Lic. en Criminología,Matutino,2023-A
UVA20248182,M,Mexicana,Tizimín,1998-03-30,Nuevo,CENTRO,CONALEP Mérida,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
UVA20248276,F,Mexicana,Tizimín,1995-10-31,Nuevo,CENTRO,Prepa Abierta,nan,Licenciatura,Lic. en Odontología,Vespertino,Agosto-Diciembre
UVA20248316,M,Mexicana,,2002-10-05,Repetidor,Francisco de Montejo,Prepa Abierta,Umán,Ingeniería,Lic. en Criminología,Matutino,2023-A
UVA20241721,M,Mexicana,,,Reinscrito,CENTRO,CONALEP Mérida,Umán,Licenciatura,Lic. en Diseño de Modas,Matutino,2024-B
UVA20247429,M,Mexicana,,2004-06-21,Equivalencia,Itzimná,nan,"Mérida, Yucatán",Ingeniería,Lic. en Admin. de Empresas,Matutino,2024-B
UVA20243641,F,Mexicana,Cancún,,Equivalencia,Francisco de Montejo,nan,"Mérida, Yucatán",Licenciatura,Lic. en Educación,Matutino,2024-B
UVA20247537,M,Mexicana,Valladolid,,Equivalencia,centro,Preparatoria Estatal No. 1,nan,Ingeniería,Lic. en Criminología,Vespertino,2024-B
UVA20241328,,Mexicana,,,Nuevo,Francisco de Montejo,CONALEP Mérida,nan,Ingeniería,Lic. en Psicología,Matutino,2024-B
UVA20241656,M,Mexicana,Tizimín,,Repetidor,nan,CONALEP Mérida,Kanasín,Ingeniería,Lic. en Odontología,Matutino,Agosto-Diciembre
UVA20241203,M,Mexicana,Tizimín,,Equivalencia,centro,CONALEP Mérida,Kanasín,Ingeniería,Lic. en Admin. de Empresas,Vespertino,2024-B
UVA20247696,F,Mexicana,Cancún,,Reinscrito,Itzimná,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Contabilidad,Vespertino,2024-B
UVA20244297,M,Mexicana,Mérida,,Repetidor,Francisco de Montejo,CBTIS 95,Tizimín,Ingeniería,Lic. en Diseño de Modas,Matutino,Enero-Junio
UVA20242875,M,Mexicana,Tizimín,,Nuevo,Chuburná,nan,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
UVA20243094,,Mexicana,Tizimín,,Nuevo,Centro,Preparatoria Estatal No. 1,nan,Licenciatura,Lic. en Contabilidad,Matutino,2024-B
UVA20241260,M,Mexicana,Tizimín,2002-08-17,Equivalencia,Itzimná,Prepa Abierta,"Mérida, Yucatán",Licenciatura,Lic. en Gastronomía,Matutino,Enero-Junio
UVA20242596,F,Mexicana,Mérida,2003-11-15,Nuevo,Itzimná,Prepa Abierta,Umán,Licenciatura,Lic. en Fisioterapia,Vespertino,Agosto-Diciembre
UVA20247310,F,Mexicana,,,Reinscrito,Francisco de Montejo,nan,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Vespertino,Agosto-Diciembre
UVA20247015,F,Mexicana,Tizimín,2000-09-24,Equivalencia,Itzimná,CONALEP Mérida,Umán,Ingeniería,Lic. en Nutrición,Vespertino,Agosto-Diciembre
UVA20245056,,Mexicana,Tizimín,,Equivalencia,Francisco de Montejo,nan,"Mérida, Yucatán",Ingeniería,Lic. en Nutrición,Vespertino,Enero-Junio
UVA20249563,F,Mexicana,,,Equivalencia,CENTRO,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Educación,Vespertino,Enero-Junio
UVA20246322,,Mexicana,Valladolid,,Equivalencia,Centro,nan,Tizimín,Licenciatura,Ing. Civil,Vespertino,2024-B
UVA20241775,F,Mexicana,Tizimín,,Repetidor,CENTRO,nan,Kanasín,Ingeniería,Lic. en Derecho,Vespertino,2023-A
UVA20242904,F,Mexicana,Cancún,1995-10-31,Reinscrito,Itzimná,nan,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Matutino,2023-A
UVA20241674,M,Mexicana,Cancún,,Equivalencia,CENTRO,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Lic. en Educación,Vespertino,Agosto-Diciembre
UVA20247687,M,Mexicana,Tizimín,,Nuevo,Itzimná,nan,Kanasín,Licenciatura,Lic. en Fisioterapia,Matutino,Enero-Junio
UVA20246128,,Mexicana,Cancún,,Equivalencia,Francisco de Montejo,CONALEP Mérida,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Matutino,2024-B
UVA20242982,F,Mexicana,,,Equivalencia,Centro,Prepa Abierta,nan,Licenciatura,Lic. en Arquitectura,Matutino,2024-B
UVA20245764,M,Mexicana,,,Equivalencia,CENTRO,CBTIS 95,"Mérida, Yucatán",Ingeniería,Ing. en Procesos de Manufactura,Matutino,2023-A
UVA20248487,F,Mexicana,Cancún,1997-06-05,Nuevo,Francisco de Montejo,nan,Tizimín,Ingeniería,Lic. en Psicología,Matutino,Enero-Junio
UVA20244177,M,Mexicana,Tizimín,,Equivalencia,Chuburná,nan,nan,Ingeniería,Lic. en Psicología,Matutino,2023-A
UVA20247035,M,Mexicana,Cancún,,Nuevo,Centro,nan,Umán,Ingeniería,Lic. en Gastronomía,Matutino,Agosto-Diciembre
UVA20246697,M,Mexicana,Mérida,,Nuevo,Francisco de Montejo,CBTIS 95,nan,Ingeniería,Lic. en Psicología,Vespertino,Enero-Junio
UVA20241915,,Mexicana,Mérida,,Equivalencia,Francisco de Montejo,Preparatoria Estatal No. 1,nan,Licenciatura,Lic. en Psicología,Matutino,Agosto-Diciembre
UVA20242425,F,Mexicana,Cancún,,Nuevo,Centro,CBTIS 95,Tizimín,Ingeniería,Lic. en Admin. de Empresas,Vespertino,2023-A
UVA20247693,,Mexicana,Valladolid,1996-11-12,Nuevo,CENTRO,nan,Kanasín,Ingeniería,Lic. en Psicología,Vespertino,2024-B
UVA20244372,M,Mexicana,Valladolid,1995-06-28,Equivalencia,Itzimná,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Admin. de Empresas,Vespertino,Enero-Junio
UVA20242250,M,Mexicana,,,Equivalencia,centro,nan,Umán,Licenciatura,Lic. en Admin. de Empresas,Matutino,2023-A
UVA20249235,M,Mexicana,Tizimín,,Equivalencia,Francisco de Montejo,CBTIS 95,Umán,Licenciatura,Lic. en Educación,Matutino,Enero-Junio
UVA20248451,M,Mexicana,Valladolid,,Reinscrito,Itzimná,CONALEP Mérida,nan,Licenciatura,Lic. en Educación,Vespertino,2024-B
UVA20241750,F,Mexicana,Tizimín,1997-06-08,Reinscrito,Centro,CONALEP Mérida,nan,Licenciatura,Lic. en Fisioterapia,Vespertino,2023-A
UVA20244514,M,Mexicana,Mérida,1996-11-02,Equivalencia,centro,Preparatoria Estatal No. 1,nan,Ingeniería,Ing. Civil,Matutino,Enero-Junio
UVA20244001,M,Mexicana,Valladolid,,Reinscrito,Itzimná,CBTIS 95,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Vespertino,2023-A
UVA20249048,M,Mexicana,Tizimín,,Equivalencia,Centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Nutrición,Matutino,Agosto-Diciembre
UVA20243146,M,Mexicana,,2001-08-05,Reinscrito,Chuburná,Prepa Abierta,Kanasín,Ingeniería,Lic. en Psicología,Vespertino,2023-A
UVA20242195,M,Mexicana,Cancún,,Reinscrito,Centro,nan,Kanasín,Ingeniería,Lic. en Contabilidad,Vespertino,Agosto-Diciembre
UVA20249375,,Mexicana,,2002-08-14,Reinscrito,Chuburná,nan,Kanasín,Licenciatura,Ing. Civil,Matutino,Agosto-Diciembre
UVA20241816,M,Mexicana,,1995-04-13,Repetidor,Centro,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Psicología,Vespertino,Enero-Junio
UVA20246764,F,Mexicana,Valladolid,,Reinscrito,Centro,Preparatoria Estatal No. 1,nan,Licenciatura,Lic. en Psicología,Matutino,2023-A
UVA20247626,,Mexicana,Valladolid,,Repetidor,Itzimná,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Psicología,Matutino,Agosto-Diciembre
UVA20247318,M,Mexicana,Mérida,2005-06-14,Reinscrito,nan,CONALEP Mérida,Tizimín,Ingeniería,Ing. en Procesos de Manufactura,Vespertino,2023-A
UVA20249925,,Mexicana,,,Equivalencia,Centro,nan,Tizimín,Licenciatura,Lic. en Derecho,Matutino,Enero-Junio
UVA20248134,F,Mexicana,Cancún,,Repetidor,Centro,nan,Umán,Ingeniería,Lic. en Psicología,Vespertino,Enero-Junio
UVA20245853,M,Mexicana,Tizimín,,Nuevo,centro,CBTIS 95,Tizimín,Licenciatura,Ing. en Procesos de Manufactura,Matutino,Enero-Junio
UVA20244321,M,Mexicana,Valladolid,,Equivalencia,centro,CONALEP Mérida,nan,Ingeniería,Lic. en Diseño de Modas,Vespertino,Agosto-Diciembre
UVA20242445,,Mexicana,Valladolid,1995-09-04,Reinscrito,Centro,CONALEP Mérida,Tizimín,Licenciatura,Lic. en Admin. de Empresas,Vespertino,Agosto-Diciembre
UVA20242815,M,Mexicana,Mérida,,Nuevo,Francisco de Montejo,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Educación,Vespertino,2024-B
UVA20244237,M,Mexicana,Mérida,,Repetidor,Itzimná,CBTIS 95,nan,Ingeniería,Lic. en Diseño de Modas,Vespertino,Enero-Junio
UVA20243016,F,Mexicana,,1996-07-04,Equivalencia,Itzimná,CONALEP Mérida,Kanasín,Ingeniería,Lic. en Educación,Vespertino,Agosto-Diciembre
UVA20244177,F,Mexicana,Mérida,,Reinscrito,Francisco de Montejo,CONALEP Mérida,Umán,Ingeniería,Ing. Civil,Vespertino,Enero-Junio
UVA20248437,F,Mexicana,Tizimín,,Repetidor,nan,nan,Kanasín,Ingeniería,Lic. en Psicología,Matutino,2023-A
UVA20249114,,Mexicana,,,Equivalencia,Itzimná,nan,Tizimín,Ingeniería,Ing. en Procesos de Manufactura,Vespertino,2024-B
UVA20244133,M,Mexicana,Tizimín,1995-04-15,Repetidor,Centro,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Ing. Civil,Matutino,Enero-Junio
UVA20245260,M,Mexicana,Cancún,1997-11-08,Reinscrito,Chuburná,Prepa Abierta,Umán,Ingeniería,Lic. en Psicología,Vespertino,Enero-Junio
UVA20243518,,Mexicana,,,Equivalencia,Itzimná,nan,Umán,Licenciatura,Lic. en Gastronomía,Vespertino,2024-B
UVA20244304,F,Mexicana,Valladolid,,Reinscrito,CENTRO,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Contabilidad,Vespertino,2024-B
UVA20244339,M,Mexicana,Cancún,,Repetidor,CENTRO,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Fisioterapia,Matutino,Agosto-Diciembre
UVA20242770,F,Mexicana,,,Equivalencia,Itzimná,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Lic. en Psicología,Matutino,2024-B
UVA20243123,M,Mexicana,Valladolid,,Repetidor,CENTRO,CONALEP Mérida,Kanasín,Ingeniería,Ing. en Procesos de Manufactura,Matutino,Enero-Junio
UVA20246356,M,Mexicana,Cancún,,Reinscrito,nan,Preparatoria Estatal No. 1,nan,Ingeniería,Lic. en Contabilidad,Matutino,2024-B
UVA20249929,M,Mexicana,Valladolid,,Equivalencia,Francisco de Montejo,Prepa Abierta,Umán,Ingeniería,Ing. Civil,Matutino,Enero-Junio
UVA20245769,F,Mexicana,Valladolid,1996-12-03,Reinscrito,nan,CBTIS 95,"Mérida, Yucatán",Licenciatura,Lic. en Derecho,Vespertino,2024-B
UVA20246109,M,Mexicana,Mérida,,Reinscrito,Chuburná,CBTIS 95,Kanasín,Ingeniería,Ing. en Procesos de Manufactura,Matutino,2023-A
UVA20248214,M,Mexicana,Cancún,,Equivalencia,Itzimná,CONALEP Mérida,nan,Licenciatura,Lic. en Educación,Matutino,Agosto-Diciembre
UVA20243671,F,Mexicana,Cancún,2001-02-24,Repetidor,Chuburná,nan,Tizimín,Licenciatura,Ing. Civil,Matutino,2024-B
UVA20249695,F,Mexicana,Valladolid,2000-10-26,Equivalencia,Centro,nan,Tizimín,Licenciatura,Ing. Civil,Vespertino,Enero-Junio
UVA20248994,M,Mexicana,,2004-12-13,Reinscrito,Chuburná,CBTIS 95,Tizimín,Ingeniería,Lic. en Diseño de Modas,Matutino,Enero-Junio
UVA20242877,F,Mexicana,,,Repetidor,Itzimná,CBTIS 95,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Matutino,2023-A
UVA20242056,M,Mexicana,Cancún,,Equivalencia,Centro,nan,nan,Ingeniería,Lic. en Educación,Vespertino,2023-A
UVA20243590,F,Mexicana,Cancún,,Nuevo,Chuburná,Prepa Abierta,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Matutino,Enero-Junio
UVA20241996,F,Mexicana,Cancún,,Nuevo,CENTRO,CBTIS 95,"Mérida, Yucatán",Licenciatura,Lic. en Derecho,Matutino,2023-A
UVA20241409,,Mexicana,Tizimín,,Nuevo,Centro,Prepa Abierta,nan,Licenciatura,Lic. en Fisioterapia,Matutino,Enero-Junio
UVA20242962,M,Mexicana,Cancún,2000-06-12,Reinscrito,Francisco de Montejo,CONALEP Mérida,nan,Ingeniería,Lic. en Psicología,Vespertino,Enero-Junio
UVA20246236,,Mexicana,Valladolid,,Equivalencia,Itzimná,nan,nan,Ingeniería,Lic. en Contabilidad,Vespertino,Enero-Junio
UVA20248190,,Mexicana,Tizimín,1997-04-05,Equivalencia,centro,nan,Umán,Licenciatura,Lic. en Admin. de Empresas,Vespertino,2024-B
UVA20242602,M,Mexicana,Valladolid,,Equivalencia,CENTRO,nan,nan,Ingeniería,Lic. en Arquitectura,Matutino,2024-B
UVA20247067,M,Mexicana,Cancún,,Repetidor,nan,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Odontología,Matutino,Enero-Junio
UVA20245266,M,Mexicana,Cancún,,Reinscrito,Chuburná,nan,Tizimín,Ingeniería,Lic. en Contabilidad,Matutino,Agosto-Diciembre
UVA20247551,,Mexicana,Cancún,1997-09-24,Nuevo,Centro,CBTIS 95,nan,Licenciatura,Lic. en Arquitectura,Matutino,Enero-Junio
UVA20242304,,Mexicana,Cancún,2000-09-28,Nuevo,CENTRO,nan,Kanasín,Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
UVA20249428,F,Mexicana,Cancún,,Equivalencia,nan,Prepa Abierta,Tizimín,Licenciatura,Lic. en Arquitectura,Matutino,Enero-Junio
UVA20241077,F,Mexicana,,,Repetidor,nan,nan,nan,Ingeniería,Lic. en Odontología,Matutino,2024-B
UVA20249873,M,Mexicana,Cancún,2002-09-26,Nuevo,Francisco de Montejo,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Lic. en Contabilidad,Vespertino,Agosto-Diciembre
UVA20246124,M,Mexicana,,,Equivalencia,Centro,Prepa Abierta,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,2023-A
UVA20243475,F,Mexicana,Tizimín,,Equivalencia,Francisco de Montejo,CBTIS 95,Tizimín,Ingeniería,Lic. en Criminología,Vespertino,2023-A
UVA20249507,F,Mexicana,Mérida,2003-02-17,Repetidor,CENTRO,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Psicología,Matutino,2024-B
UVA20244068,M,Mexicana,Cancún,2000-06-26,Equivalencia,Itzimná,nan,Umán,Ingeniería,Lic. en Fisioterapia,Matutino,Enero-Junio
UVA20246214,M,Mexicana,Valladolid,,Equivalencia,Francisco de Montejo,CBTIS 95,"Mérida, Yucatán",Ingeniería,Lic. en Enfermería,Vespertino,2024-B
UVA20247432,F,Mexicana,Mérida,,Repetidor,CENTRO,nan,Umán,Ingeniería,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
UVA20245584,F,Mexicana,Mérida,2002-10-28,Repetidor,Itzimná,CONALEP Mérida,Kanasín,Ingeniería,Lic. en Enfermería,Matutino,2023-A
UVA20242539,M,Mexicana,Cancún,,Nuevo,Itzimná,CONALEP Mérida,"Mérida, Yucatán",Ingeniería,Lic. en Fisioterapia,Matutino,2023-A
UVA20246170,M,Mexicana,Mérida,2000-07-12,Equivalencia,CENTRO,Prepa Abierta,Tizimín,Ingeniería,Lic. en Nutrición,Matutino,2023-A
UVA20245507,F,Mexicana,Cancún,2005-01-17,Equivalencia,CENTRO,Prepa Abierta,Tizimín,Ingeniería,Lic. en Admin. de Empresas,Vespertino,Enero-Junio
UVA20248647,,Mexicana,Valladolid,,Equivalencia,nan,nan,nan,Licenciatura,Lic. en Nutrición,Vespertino,Enero-Junio
UVA20242153,,Mexicana,Tizimín,,Reinscrito,Chuburná,CBTIS 95,nan,Licenciatura,Ing. Civil,Vespertino,2024-B
UVA20242375,M,Mexicana,Valladolid,,Nuevo,Chuburná,Prepa Abierta,Kanasín,Ingeniería,Lic. en Criminología,Vespertino,Enero-Junio
UVA20246492,F,Mexicana,Mérida,,Reinscrito,Itzimná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Contabilidad,Vespertino,Enero-Junio
UVA20249118,M,Mexicana,,,Reinscrito,Centro,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
UVA20241723,M,Mexicana,Cancún,,Nuevo,Centro,nan,Kanasín,Ingeniería,Lic. en Diseño de Modas,Vespertino,2023-A
UVA20246986,M,Mexicana,Mérida,,Equivalencia,Francisco de Montejo,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Lic. en Educación,Vespertino,2023-A
UVA20242087,F,Mexicana,,2001-03-06,Repetidor,Centro,CBTIS 95,nan,Ingeniería,Lic. en Enfermería,Vespertino,2023-A
UVA20241362,,Mexicana,Valladolid,,Equivalencia,centro,nan,nan,Licenciatura,Lic. en Psicología,Vespertino,2024-B
UVA20248430,,Mexicana,,,Nuevo,Itzimná,CONALEP Mérida,Kanasín,Ingeniería,Ing. Civil,Vespertino,2023-A
UVA20249695,,Mexicana,,2001-02-17,Equivalencia,centro,nan,nan,Licenciatura,Lic. en Derecho,Matutino,2024-B
UVA20247576,F,Mexicana,Mérida,,Nuevo,Francisco de Montejo,CONALEP Mérida,"Mérida, Yucatán",Ingeniería,Lic. en Enfermería,Matutino,Agosto-Diciembre
UVA20245838,F,Mexicana,,,Nuevo,Chuburná,nan,"Mérida, Yucatán",Ingeniería,Lic. en Arquitectura,Matutino,2023-A
UVA20245781,F,Mexicana,,,Reinscrito,Centro,nan,Tizimín,Ingeniería,Lic. en Odontología,Matutino,2023-A
UVA20241339,M,Mexicana,Cancún,,Repetidor,CENTRO,CONALEP Mérida,"Mérida, Yucatán",Licenciatura,Ing. en Procesos de Manufactura,Matutino,Agosto-Diciembre
UVA20245485,F,Mexicana,Valladolid,,Reinscrito,Francisco de Montejo,Prepa Abierta,nan,Licenciatura,Ing. en Procesos de Manufactura,Vespertino,Agosto-Diciembre
UVA20248061,M,Mexicana,Valladolid,2003-03-06,Reinscrito,Francisco de Montejo,CBTIS 95,Tizimín,Ingeniería,Lic. en Criminología,Matutino,Enero-Junio
