matricula,sexo,nacionalidad,lugar_nacimiento,fecha_nacimiento,tipo_ingreso,colonia,escuela_procedencia,ubicacion_escuela_procedencia,nivel,carrera,turno,ciclo
UVA20203182,M,Mexicana,,,Reinscrito,CENTRO,CONALEP Mérida,Kanasín,Ingeniería,Lic. en Diseño de Modas,Vespertino,2023-A
UVA20206458,F,Mexicana,Cancún,,Nuevo,centro,nan,Tizimín,Ingeniería,Lic. en Educación,Matutino,2024-B
UVA20208291,F,Mexicana,Cancún,,Reinscrito,Centro,CBTIS 95,Tizimín,Ingeniería,Lic. en Enfermería,Vespertino,Enero-Junio
UVA20205876,M,Mexicana,Mérida,,Reinscrito,CENTRO,CBTIS 95,Tizimín,Ingeniería,Lic. en Fisioterapia,Vespertino,Agosto-Diciembre
UVA20208134,F,Mexicana,Valladolid,1995-08-07,Nuevo,centro,nan,Kanasín,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
UVA20201045,M,Mexicana,Mérida,2003-10-10,Reinscrito,Centro,CONALEP Mérida,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
UVA20206143,M,Mexicana,Cancún,,Repetidor,CENTRO,CONALEP Mérida,Tizimín,Ingeniería,Ing. Civil,Vespertino,Agosto-Diciembre
UVA20208833,M,Mexicana,Mérida,,Reinscrito,CENTRO,nan,Kanasín,Ingeniería,Lic. en Admin. de Empresas,Vespertino,2024-B
UVA20208539,,Mexicana,Tizimín,,Repetidor,CENTRO,CONALEP Mérida,"Mérida, Yucatán",Ingeniería,Lic. en Arquitectura,Matutino,Agosto-Diciembre
UVA20208844,F,Mexicana,,,Repetidor,CENTRO,Prepa Abierta,Umán,Ingeniería,Lic. en Criminología,Vespertino,2023-A
UVA20203173,M,Mexicana,Cancún,,Equivalencia,centro,Prepa Abierta,nan,Ingeniería,Ing. en Procesos de Manufactura,Vespertino,Enero-Junio
UVA20204939,M,Mexicana,,,Reinscrito,nan,Prepa Abierta,nan,Licenciatura,Lic. en Admin. de Empresas,Matutino,Enero-Junio
UVA20204785,F,Mexicana,Valladolid,,Reinscrito,CENTRO,CONALEP Mérida,Umán,Licenciatura,Ing. Civil,Vespertino,2023-A
UVA20208844,F,Mexicana,Cancún,2002-01-01,Repetidor,nan,Prepa Abierta,Tizimín,Licenciatura,Ing. en Procesos de Manufactura,Vespertino,Enero-Junio
UVA20206239,M,Mexicana,Valladolid,,Reinscrito,Itzimná,Prepa Abierta,Kanasín,Licenciatura,Lic. en Odontología,Matutino,2023-A
UVA20207361,M,Mexicana,,2000-10-08,Nuevo,Chuburná,Preparatoria Estatal No. 1,nan,Licenciatura,Lic. en Contabilidad,Vespertino,2024-B
UVA20208095,F,Mexicana,Valladolid,2000-04-08,Nuevo,Chuburná,nan,Umán,Licenciatura,Lic. en Admin. de Empresas,Vespertino,2024-B
UVA20207533,M,Mexicana,,1995-10-07,Nuevo,CENTRO,Prepa Abierta,nan,Ingeniería,Lic. en Criminología,Vespertino,Enero-Junio
UVA20208090,F,Mexicana,,,Nuevo,centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Admin. de Empresas,Vespertino,2023-A
UVA20208593,,Mexicana,Mérida,,Reinscrito,centro,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Nutrición,Vespertino,2024-B
UVA20208940,M,Mexicana,Mérida,,Repetidor,nan,CONALEP Mérida,Kanasín,Licenciatura,Lic. en Gastronomía,Matutino,Agosto-Diciembre
UVA20209356,F,Mexicana,Mérida,,Equivalencia,nan,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Ing. en Procesos de Manufactura,Vespertino,2024-B
UVA20203511,F,Mexicana,Cancún,,Nuevo,CENTRO,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Lic. en Criminología,Matutino,Enero-Junio
UVA20209943,M,Mexicana,Tizimín,,Reinscrito,nan,nan,Umán,Ingeniería,Lic. en Derecho,Matutino,Enero-Junio
UVA20203323,M,Mexicana,Cancún,,Nuevo,nan,Prepa Abierta,"Mérida, Yucatán",Licenciatura,Lic. en Enfermería,Vespertino,2023-A
UVA20206815,M,Mexicana,Valladolid,1995-03-03,Reinscrito,nan,Preparatoria Estatal No. 1,Umán,Ingeniería,Ing. Civil,Vespertino,Agosto-Diciembre
UVA20209536,M,Mexicana,Mérida,,Reinscrito,Chuburná,Prepa Abierta,Umán,Licenciatura,Lic. en Contabilidad,Vespertino,Agosto-Diciembre
UVA20207458,F,Mexicana,Cancún,,Repetidor,CENTRO,CBTIS 95,Umán,Ingeniería,Lic. en Educación,Matutino,Enero-Junio
UVA20206323,F,Mexicana,Cancún,,Repetidor,nan,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Vespertino,Enero-Junio
UVA20203891,,Mexicana,Tizimín,,Reinscrito,Francisco de Montejo,CBTIS 95,"Mérida, Yucatán",Ingeniería,Lic. en Arquitectura,Vespertino,2024-B
UVA20209703,F,Mexicana,Cancún,,Reinscrito,Centro,nan,Umán,Licenciatura,Lic. en Admin. de Empresas,Matutino,Enero-Junio
UVA20208825,M,Mexicana,,,Repetidor,Francisco de Montejo,nan,Tizimín,Ingeniería,Lic. en Contabilidad,Vespertino,2024-B
UVA20205373,M,Mexicana,,,Repetidor,Itzimná,CBTIS 95,"Mérida, Yucatán",Licenciatura,Lic. en Arquitectura,Matutino,2024-B
UVA20205229,F,Mexicana,,,Reinscrito,Chuburná,CBTIS 95,Kanasín,Licenciatura,Ing. Civil,Matutino,Enero-Junio
UVA20208118,F,Mexicana,Mérida,,Nuevo,Francisco de Montejo,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Gastronomía,Matutino,Agosto-Diciembre
UVA20207313,F,Mexicana,Valladolid,2005-10-12,Nuevo,Centro,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Admin. de Empresas,Matutino,Agosto-Diciembre
UVA20204015,M,Mexicana,Mérida,,Equivalencia,Chuburná,nan,Tizimín,Licenciatura,Lic. en Admin. de Empresas,Matutino,2023-A
UVA20201375,M,Mexicana,Valladolid,,Nuevo,Chuburná,CBTIS 95,Umán,Licenciatura,Lic. en Gastronomía,Matutino,Agosto-Diciembre
UVA20208265,F,Mexicana,Mérida,,Reinscrito,Chuburná,CONALEP Mérida,"Mérida, Yucatán",Licenciatura,Ing. Civil,Matutino,2023-A
UVA20206870,,Mexicana,Mérida,1997-11-10,Repetidor,Francisco de Montejo,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Ing. Civil,Matutino,Agosto-Diciembre
UVA20206613,F,Mexicana,Valladolid,,Equivalencia,Francisco de Montejo,nan,Umán,Ingeniería,Lic. en Gastronomía,Vespertino,Enero-Junio
UVA20209414,M,Mexicana,Cancún,,Reinscrito,centro,nan,"Mérida, Yucatán",Ingeniería,Lic. en Fisioterapia,Vespertino,2023-A
UVA20209312,F,Mexicana,Mérida,1997-10-04,Reinscrito,Chuburná,Preparatoria Estatal No. 1,nan,Ingeniería,Lic. en Psicología,Matutino,2023-A
UVA20209072,F,Mexicana,Tizimín,,Repetidor,CENTRO,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Gastronomía,Matutino,2024-B
UVA20208847,M,Mexicana,Mérida,,Equivalencia,Itzimná,CONALEP Mérida,Kanasín,Licenciatura,Lic. en Psicología,Vespertino,2023-A
UVA20207385,M,Mexicana,,,Nuevo,Itzimná,nan,nan,Licenciatura,Ing. en Procesos de Manufactura,Vespertino,Enero-Junio
UVA20206411,M,Mexicana,Cancún,,Reinscrito,Chuburná,Prepa Abierta,nan,Ingeniería,Lic. en Enfermería,Matutino,Agosto-Diciembre
UVA20206195,M,Mexicana,Cancún,,Equivalencia,Chuburná,CBTIS 95,"Mérida, Yucatán",Ingeniería,Lic. en Admin. de Empresas,Vespertino,2024-B
UVA20208846,M,Mexicana,Valladolid,,Equivalencia,Itzimná,nan,Kanasín,Licenciatura,Ing. Civil,Matutino,Agosto-Diciembre
UVA20202001,F,Mexicana,,,Equivalencia,Centro,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Ing. en Procesos de Manufactura,Vespertino,Agosto-Diciembre
UVA20204913,,Mexicana,,2005-12-11,Nuevo,Centro,CBTIS 95,Tizimín,Ingeniería,Ing. Civil,Vespertino,Agosto-Diciembre
UVA20208161,F,Mexicana,Mérida,1996-08-02,Reinscrito,CENTRO,CONALEP Mérida,Kanasín,Licenciatura,Lic. en Arquitectura,Vespertino,Enero-Junio
UVA20205560,F,Mexicana,Tizimín,,Nuevo,centro,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Lic. en Psicología,Matutino,2024-B
UVA20201528,M,Mexicana,,,Nuevo,nan,nan,nan,Ingeniería,Lic. en Diseño de Modas,Vespertino,2023-A
UVA20201983,M,Mexicana,Valladolid,2002-01-07,Nuevo,Francisco de Montejo,Prepa Abierta,Tizimín,Ingeniería,Lic. en Diseño de Modas,Vespertino,2024-B
UVA20203217,,Mexicana,Mérida,,Equivalencia,Francisco de Montejo,CONALEP Mérida,nan,Ingeniería,Lic. en Psicología,Matutino,2024-B
UVA20205070,F,Mexicana,Cancún,2003-05-05,Nuevo,centro,CBTIS 95,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Vespertino,2024-B
UVA20209201,F,Mexicana,Cancún,,Repetidor,Francisco de Montejo,CBTIS 95,nan,Ingeniería,Ing. en Procesos de Manufactura,Vespertino,2024-B
UVA20202048,F,Mexicana,Tizimín,,Reinscrito,Chuburná,nan,Tizimín,Licenciatura,Lic. en Criminología,Matutino,Agosto-Diciembre
UVA20204552,F,Mexicana,Cancún,,Repetidor,CENTRO,nan,Umán,Licenciatura,Lic. en Odontología,Vespertino,2024-B
UVA20209073,F,Mexicana,Mérida,1998-12-11,Nuevo,Francisco de Montejo,CONALEP Mérida,Tizimín,Ingeniería,Ing. en Procesos de Manufactura,Matutino,Agosto-Diciembre
UVA20203491,,Mexicana,Mérida,,Nuevo,nan,nan,Kanasín,Licenciatura,Lic. en Nutrición,Matutino,Agosto-Diciembre
UVA20201075,M,Mexicana,Cancún,,Repetidor,Itzimná,CBTIS 95,"Mérida, Yucatán",Licenciatura,Ing. Civil,Matutino,Agosto-Diciembre
UVA20203268,M,Mexicana,Tizimín,,Repetidor,Chuburná,nan,"Mérida, Yucatán",Licenciatura,Lic. en Derecho,Vespertino,2024-B
UVA20205868,M,Mexicana,Valladolid,,Reinscrito,centro,Prepa Abierta,Kanasín,Licenciatura,Lic. en Derecho,Vespertino,2023-A
UVA20206107,F,Mexicana,Mérida,,Equivalencia,Chuburná,CBTIS 95,nan,Licenciatura,Lic. en Fisioterapia,Matutino,Agosto-Diciembre
UVA20201703,F,Mexicana,Mérida,,Repetidor,CENTRO,Prepa Abierta,Tizimín,Ingeniería,Ing. Civil,Matutino,Enero-Junio
UVA20206428,F,Mexicana,,,Nuevo,Chuburná,CBTIS 95,"Mérida, Yucatán",Ingeniería,Ing. Civil,Matutino,2023-A
UVA20201667,,Mexicana,Valladolid,,Nuevo,Chuburná,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Lic. en Arquitectura,Matutino,Enero-Junio
UVA20206790,M,Mexicana,Cancún,,Reinscrito,Itzimná,CONALEP Mérida,nan,Licenciatura,Ing. en Procesos de Manufactura,Matutino,2024-B
UVA20208977,M,Mexicana,Valladolid,,Nuevo,CENTRO,nan,"Mérida, Yucatán",Licenciatura,Lic. en Educación,Vespertino,Agosto-Diciembre
UVA20203368,,Mexicana,Tizimín,1996-05-07,Equivalencia,nan,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Admin. de Empresas,Vespertino,2023-A
UVA20203488,M,Mexicana,,,Repetidor,centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Arquitectura,Matutino,2023-A
UVA20201596,M,Mexicana,Cancún,,Reinscrito,centro,nan,Umán,Licenciatura,Lic. en Psicología,Matutino,Agosto-Diciembre
UVA20205731,F,Mexicana,,,Repetidor,Itzimná,Prepa Abierta,Tizimín,Ingeniería,Lic. en Gastronomía,Matutino,2024-B
UVA20202957,F,Mexicana,Cancún,,Repetidor,Francisco de Montejo,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Matutino,Enero-Junio
UVA20202490,F,Mexicana,,,Reinscrito,Itzimná,Prepa Abierta,"Mérida, Yucatán",Licenciatura,Lic. en Diseño de Modas,Matutino,2024-B
UVA20204607,M,Mexicana,Tizimín,,Equivalencia,centro,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Nutrición,Matutino,2023-A
UVA20205093,M,Mexicana,Mérida,,Nuevo,centro,Prepa Abierta,nan,Licenciatura,Lic. en Psicología,Matutino,2023-A
UVA20208024,F,Mexicana,Cancún,1997-10-04,Equivalencia,Centro,CBTIS 95,Umán,Licenciatura,Lic. en Nutrición,Matutino,Agosto-Diciembre
UVA20207168,F,Mexicana,Tizimín,,Reinscrito,CENTRO,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Psicología,Matutino,Agosto-Diciembre
UVA20202169,M,Mexicana,Cancún,2003-09-02,Repetidor,nan,CONALEP Mérida,Kanasín,Licenciatura,Lic. en Diseño de Modas,Matutino,2023-A
UVA20202786,M,Mexicana,Mérida,,Repetidor,CENTRO,nan,Tizimín,Licenciatura,Ing. Civil,Matutino,2023-A
UVA20203387,F,Mexicana,Tizimín,,Nuevo,nan,Prepa Abierta,nan,Licenciatura,Lic. en Criminología,Vespertino,Agosto-Diciembre
UVA20206891,F,Mexicana,Valladolid,1999-10-07,Equivalencia,nan,nan,Tizimín,Licenciatura,Lic. en Educación,Vespertino,2023-A
UVA20207225,F,Mexicana,,2001-10-03,Equivalencia,centro,nan,Tizimín,Ingeniería,Lic. en Gastronomía,Matutino,2024-B
UVA20209353,M,Mexicana,Mérida,,Nuevo,Chuburná,nan,Umán,Licenciatura,Lic. en Admin. de Empresas,Vespertino,Enero-Junio
UVA20205021,F,Mexicana,Cancún,1998-11-02,Repetidor,Chuburná,nan,Tizimín,Ingeniería,Lic. en Psicología,Vespertino,2023-A
UVA20206599,,Mexicana,Cancún,,Nuevo,Itzimná,Prepa Abierta,Kanasín,Licenciatura,Lic. en Enfermería,Matutino,2023-A
UVA20201656,M,Mexicana,,2000-09-07,Equivalencia,Itzimná,Preparatoria Estatal No. 1,nan,Ingeniería,Lic. en Derecho,Vespertino,Enero-Junio
UVA20201733,M,Mexicana,Valladolid,,Equivalencia,nan,CBTIS 95,nan,Licenciatura,Lic. en Contabilidad,Matutino,Enero-Junio
UVA20202195,M,Mexicana,,,Reinscrito,Chuburná,nan,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Vespertino,Agosto-Diciembre
UVA20207333,M,Mexicana,Cancún,,Equivalencia,Centro,CBTIS 95,Umán,Ingeniería,Lic. en Enfermería,Vespertino,Enero-Junio
UVA20209979,M,Mexicana,Cancún,1996-08-08,Equivalencia,Itzimná,Prepa Abierta,Tizimín,Licenciatura,Lic. en Fisioterapia,Vespertino,Enero-Junio
UVA20209774,F,Mexicana,Cancún,1997-04-08,Reinscrito,Centro,CBTIS 95,nan,Licenciatura,Lic. en Arquitectura,Matutino,2023-A
UVA20207361,F,Mexicana,Mérida,,Repetidor,centro,Preparatoria Estatal No. 1,nan,Ingeniería,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
UVA20209641,,Mexicana,Mérida,,Equivalencia,CENTRO,Prepa Abierta,Tizimín,Licenciatura,Lic. en Criminología,Vespertino,2023-A
UVA20202593,F,Mexicana,Cancún,,Repetidor,Chuburná,CBTIS 95,nan,Licenciatura,Lic. en Psicología,Vespertino,Agosto-Diciembre
UVA20208156,M,Mexicana,,,Nuevo,Centro,CONALEP Mérida,Umán,Licenciatura,Lic. en Admin. de Empresas,Vespertino,2023-A
UVA20203429,,Mexicana,Valladolid,,Equivalencia,Francisco de Montejo,Prepa Abierta,nan,Ingeniería,Lic. en Odontología,Vespertino,Agosto-Diciembre
UVA20208218,M,Mexicana,,,Nuevo,centro,Prepa Abierta,Tizimín,Licenciatura,Lic. en Fisioterapia,Matutino,2023-A
UVA20204354,F,Mexicana,Mérida,,Repetidor,Itzimná,Prepa Abierta,Kanasín,Ingeniería,Lic. en Diseño de Modas,Matutino,2024-B
UVA20201662,M,Mexicana,Cancún,,Nuevo,Francisco de Montejo,nan,"Mérida, Yucatán",Ingeniería,Ing. Civil,Vespertino,Enero-Junio
UVA20207934,M,Mexicana,Tizimín,,Repetidor,centro,Prepa Abierta,Umán,Ingeniería,Lic. en Gastronomía,Matutino,Agosto-Diciembre
UVA20202694,M,Mexicana,,,Equivalencia,centro,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Diseño de Modas,Matutino,Agosto-Diciembre
UVA20204910,,Mexicana,Mérida,,Nuevo,CENTRO,nan,nan,Licenciatura,Lic. en Educación,Matutino,Agosto-Diciembre
UVA20207174,F,Mexicana,Cancún,,Equivalencia,nan,nan,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,Agosto-Diciembre
UVA20205726,M,Mexicana,,2001-07-03,Nuevo,CENTRO,nan,Kanasín,Ingeniería,Lic. en Fisioterapia,Matutino,Enero-Junio
UVA20202552,M,Mexicana,,,Nuevo,Francisco de Montejo,CBTIS 95,"Mérida, Yucatán",Licenciatura,Lic. en Arquitectura,Matutino,2023-A
UVA20208523,F,Mexicana,Cancún,,Repetidor,Itzimná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Ing. en Procesos de Manufactura,Matutino,Agosto-Diciembre
UVA20201739,F,Mexicana,Tizimín,,Equivalencia,Chuburná,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Criminología,Matutino,Agosto-Diciembre
UVA20204257,M,Mexicana,Valladolid,,Nuevo,Francisco de Montejo,Preparatoria Estatal No. 1,nan,Licenciatura,Lic. en Enfermería,Matutino,Agosto-Diciembre
UVA20204198,F,Mexicana,Cancún,,Nuevo,Chuburná,nan,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Vespertino,Enero-Junio
UVA20204118,,Mexicana,Valladolid,,Reinscrito,Francisco de Montejo,CBTIS 95,Umán,Licenciatura,Lic. en Fisioterapia,Matutino,Agosto-Diciembre
UVA20205773,M,Mexicana,,,Reinscrito,centro,CBTIS 95,nan,Licenciatura,Ing. en Procesos de Manufactura,Vespertino,Enero-Junio
UVA20203883,F,Mexicana,Tizimín,,Nuevo,CENTRO,nan,nan,Ingeniería,Lic. en Psicología,Matutino,2023-A
UVA20204920,M,Mexicana,Tizimín,,Repetidor,CENTRO,Prepa Abierta,nan,Ingeniería,Lic. en Admin. de Empresas,Vespertino,Enero-Junio
UVA20207697,F,Mexicana,Mérida,,Repetidor,Chuburná,CBTIS 95,Umán,Licenciatura,Lic. en Fisioterapia,Matutino,2023-A
UVA20204444,F,Mexicana,Mérida,,Reinscrito,Chuburná,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Lic. en Arquitectura,Vespertino,2024-B
UVA20206105,,Mexicana,Cancún,,Nuevo,CENTRO,nan,Kanasín,Licenciatura,Lic. en Derecho,Vespertino,Agosto-Diciembre
UVA20204261,,Mexicana,Cancún,1998-04-11,Equivalencia,Itzimná,nan,nan,Ingeniería,Lic. en Contabilidad,Vespertino,Enero-Junio
UVA20201421,F,Mexicana,,,Reinscrito,Itzimná,nan,Tizimín,Ingeniería,Ing. Civil,Matutino,2024-B
UVA20206948,M,Mexicana,Cancún,,Reinscrito,Centro,nan,Umán,Ingeniería,Lic. en Derecho,Vespertino,Agosto-Diciembre
UVA20209352,F,Mexicana,,,Equivalencia,CENTRO,Prepa Abierta,Tizimín,Licenciatura,Lic. en Admin. de Empresas,Vespertino,Enero-Junio
UVA20201430,M,Mexicana,Valladolid,,Equivalencia,Centro,CONALEP Mérida,Kanasín,Ingeniería,Lic. en Fisioterapia,Vespertino,2024-B
UVA20205214,M,Mexicana,Mérida,1999-11-10,Nuevo,Centro,CBTIS 95,nan,Licenciatura,Lic. en Gastronomía,Vespertino,2024-B
UVA20206103,F,Mexicana,,,Nuevo,Chuburná,Preparatoria Estatal No. 1,nan,Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
UVA20209272,F,Mexicana,Tizimín,1999-12-12,Nuevo,Chuburná,CBTIS 95,nan,Licenciatura,Ing. Civil,Matutino,2023-A
UVA20205423,F,Mexicana,Cancún,,Repetidor,nan,nan,Tizimín,Licenciatura,Lic. en Arquitectura,Vespertino,Enero-Junio
UVA20206211,M,Mexicana,,,Equivalencia,Chuburná,CBTIS 95,Umán,Ingeniería,Lic. en Fisioterapia,Matutino,2024-B
UVA20209461,F,Mexicana,Cancún,,Equivalencia,Chuburná,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Admin. de Empresas,Matutino,2023-A
UVA20207718,M,Mexicana,Cancún,1997-02-11,Nuevo,centro,CONALEP Mérida,nan,Ingeniería,Ing. en Procesos de Manufactura,Vespertino,Enero-Junio
UVA20201557,F,Mexicana,Tizimín,,Equivalencia,centro,nan,Kanasín,Ingeniería,Lic. en Nutrición,Vespertino,Agosto-Diciembre
UVA20209604,F,Mexicana,Mérida,,Equivalencia,nan,CONALEP Mérida,nan,Licenciatura,Lic. en Psicología,Vespertino,Agosto-Diciembre
UVA20208180,,Mexicana,Mérida,,Equivalencia,Centro,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Ing. Civil,Matutino,Enero-Junio
UVA20207209,,Mexicana,Cancún,,Equivalencia,Francisco de Montejo,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Educación,Matutino,2023-A
UVA20208812,M,Mexicana,,,Repetidor,nan,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Admin. de Empresas,Matutino,2023-A
UVA20206099,M,Mexicana,Tizimín,,Repetidor,Chuburná,Preparatoria Estatal No. 1,nan,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
UVA20203076,F,Mexicana,,,Nuevo,Chuburná,nan,"Mérida, Yucatán",Ingeniería,Lic. en Contabilidad,Vespertino,2023-A
UVA20203306,M,Mexicana,Cancún,,Repetidor,nan,nan,Kanasín,Ingeniería,Lic. en Diseño de Modas,Matutino,Agosto-Diciembre
UVA20206367,F,Mexicana,Tizimín,,Reinscrito,Francisco de Montejo,nan,Umán,Licenciatura,Lic. en Fisioterapia,Vespertino,Agosto-Diciembre
UVA20204920,M,Mexicana,Valladolid,,Nuevo,CENTRO,nan,Kanasín,Licenciatura,Lic. en Admin. de Empresas,Matutino,Enero-Junio
UVA20203450,F,Mexicana,,,Equivalencia,nan,nan,Umán,Ingeniería,Lic. en Enfermería,Vespertino,Agosto-Diciembre
UVA20206230,M,Mexicana,Cancún,,Repetidor,CENTRO,CBTIS 95,nan,Ingeniería,Lic. en Derecho,Vespertino,2023-A
UVA20208327,M,Mexicana,Cancún,,Nuevo,Centro,nan,nan,Ingeniería,Lic. en Gastronomía,Vespertino,Agosto-Diciembre
UVA20205883,M,Mexicana,Tizimín,,Equivalencia,nan,Prepa Abierta,Tizimín,Ingeniería,Lic. en Derecho,Matutino,2023-A
UVA20201224,M,Mexicana,Tizimín,,Nuevo,Centro,nan,Tizimín,Ingeniería,Lic. en Psicología,Matutino,Agosto-Diciembre
