anio_inscripcion,matricula,sexo,nacionalidad,lugar_nacimiento,fecha_nacimiento,tipo_ingreso,colonia,escuela_procedencia,ubicacion_escuela_procedencia,nivel,carrera,turno,ciclo
2017,UVA20177495,M,Mexicana,Tizimín,2002-11-25,Repetidor,Centro,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Gastronomía,Matutino,Agosto-Diciembre
2017,UVA20177520,F,Mexicana,Valladolid,2000-05-20,Reinscrito,Centro,NA,NA,Licenciatura,Lic. en Criminología,Matutino,2023-A
2017,UVA20172174,M,Mexicana,Mérida,2002-02-03,Reinscrito,Francisco De Montejo,NA,Kanasín,Ingeniería,Ing. Civil,Vespertino,2024-B
2017,UVA20174317,M,NA,Valladolid,1998-07-21,Reinscrito,NA,NA,Kanasín,Ingeniería,Lic. en Derecho,Matutino,2023-A
2017,UVA20175353,M,Mexicana,NA,2003-11-03,Repetidor,Centro,NA,Tizimín,Ingeniería,Lic. en Derecho,Matutino,Agosto-Diciembre
2017,UVA20179764,M,NA,Tizimín,2005-10-28,Repetidor,Chuburná,Cbtis 95,Kanasín,Licenciatura,Lic. en Enfermería,Matutino,2023-A
2017,UVA20176247,F,NA,Valladolid,2003-09-23,Nuevo,Centro,Preparatoria Estatal No. 1,NA,Ingeniería,Lic. en Enfermería,Vespertino,Enero-Junio
2017,UVA20172428,F,Mexicana,Mérida,2002-06-18,Equivalencia,Centro,Conalep Mérida,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Matutino,2024-B
2017,UVA20175770,NA,NA,NA,1997-01-02,Repetidor,Centro,NA,NA,Ingeniería,Lic. en Nutrición,Vespertino,2023-A
2017,UVA20179199,F,Mexicana,Tizimín,2002-01-18,Nuevo,Centro,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Ing. en Procesos De Manufactura,Matutino,Agosto-Diciembre
2017,UVA20174322,M,NA,Cancún,1997-06-29,Equivalencia,Centro,NA,Umán,Licenciatura,Lic. en Nutrición,Vespertino,2024-B
2017,UVA20172207,M,NA,Mérida,2001-06-17,Repetidor,Chuburná,NA,"Mérida, Yucatán",Ingeniería,Lic. en Derecho,Matutino,2023-A
2017,UVA20172866,M,Mexicana,Cancún,2002-12-09,Repetidor,Francisco De Montejo,NA,NA,Ingeniería,Lic. en Fisioterapia,Matutino,Enero-Junio
2017,UVA20174463,F,Mexicana,NA,2000-04-23,Repetidor,NA,NA,"Mérida, Yucatán",Licenciatura,Lic. en Admin. De Empresas,Matutino,2023-A
2017,UVA20174056,F,Mexicana,NA,2000-04-01,Repetidor,Itzimná,Prepa Abierta,Tizimín,Licenciatura,Lic. en Diseño De Modas,Matutino,Agosto-Diciembre
2017,UVA20176476,NA,NA,Cancún,1999-01-26,Repetidor,Centro,NA,Tizimín,Ingeniería,Lic. en Enfermería,Vespertino,Agosto-Diciembre
2017,UVA20176951,NA,Mexicana,NA,2002-11-18,Reinscrito,Centro,NA,NA,Licenciatura,Lic. en Nutrición,Matutino,2024-B
2017,UVA20171488,F,NA,Cancún,2002-07-17,Equivalencia,Centro,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Derecho,Vespertino,2024-B
2017,UVA20171875,NA,Mexicana,Tizimín,1996-09-05,Nuevo,NA,NA,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Matutino,Agosto-Diciembre
2017,UVA20171948,F,Mexicana,Valladolid,2000-03-22,Repetidor,Centro,Cbtis 95,Tizimín,Licenciatura,Lic. en Educación,Matutino,2023-A
2017,UVA20177538,F,Mexicana,Mérida,1997-06-26,Reinscrito,Itzimná,Prepa Abierta,"Mérida, Yucatán",Licenciatura,Lic. en Arquitectura,Matutino,Agosto-Diciembre
2017,UVA20173456,F,NA,Cancún,2001-08-10,Nuevo,Francisco De Montejo,Conalep Mérida,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Matutino,Agosto-Diciembre
2017,UVA20172740,F,Mexicana,Mérida,1998-03-04,Reinscrito,Chuburná,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Ing. Civil,Vespertino,Agosto-Diciembre
2017,UVA20172612,M,Mexicana,NA,2000-04-27,Nuevo,Centro,Cbtis 95,Tizimín,Licenciatura,Lic. en Diseño De Modas,Vespertino,Agosto-Diciembre
2017,UVA20179749,F,Mexicana,NA,2005-12-15,Repetidor,Francisco De Montejo,Conalep Mérida,Kanasín,Ingeniería,Lic. en Nutrición,Matutino,Enero-Junio
2017,UVA20178942,F,Mexicana,Tizimín,1997-03-12,Equivalencia,NA,NA,NA,Licenciatura,Ing. Civil,Matutino,2023-A
2017,UVA20179753,NA,Mexicana,Tizimín,2003-03-09,Reinscrito,Centro,Cbtis 95,NA,Ingeniería,Lic. en Admin. De Empresas,Vespertino,2024-B
2017,UVA20173213,M,NA,Cancún,1998-08-10,Repetidor,Centro,NA,"Mérida, Yucatán",Ingeniería,Lic. en Gastronomía,Vespertino,2024-B
2017,UVA20175287,M,Mexicana,Cancún,2004-04-23,Repetidor,Francisco De Montejo,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Contabilidad,Vespertino,2023-A
2017,UVA20179781,F,NA,Cancún,2001-03-02,Reinscrito,Centro,NA,NA,Ingeniería,Lic. en Contabilidad,Matutino,Agosto-Diciembre
2017,UVA20174050,F,NA,Mérida,2003-02-01,Equivalencia,Centro,Cbtis 95,"Mérida, Yucatán",Licenciatura,Lic. en Educación,Matutino,2024-B
2017,UVA20171227,NA,Mexicana,NA,2000-05-12,Repetidor,Chuburná,Prepa Abierta,Kanasín,Licenciatura,Ing. en Procesos De Manufactura,Vespertino,Agosto-Diciembre
2017,UVA20172832,F,Mexicana,Tizimín,1996-11-12,Equivalencia,NA,Conalep Mérida,Umán,Licenciatura,Ing. Civil,Matutino,2024-B
2017,UVA20172413,M,NA,Mérida,2003-11-24,Reinscrito,NA,NA,"Mérida, Yucatán",Licenciatura,Lic. en Fisioterapia,Vespertino,2023-A
2017,UVA20174331,F,Mexicana,Cancún,1998-09-18,Equivalencia,Centro,Cbtis 95,Kanasín,Licenciatura,Ing. en Procesos De Manufactura,Matutino,Enero-Junio
2017,UVA20177258,M,Mexicana,Mérida,2002-11-13,Equivalencia,Centro,NA,"Mérida, Yucatán",Ingeniería,Lic. en Educación,Matutino,2024-B
2017,UVA20173000,F,Mexicana,Cancún,1999-05-14,Nuevo,Centro,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Fisioterapia,Matutino,2024-B
2017,UVA20171275,M,Mexicana,Valladolid,2001-10-05,Repetidor,Chuburná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Nutrición,Matutino,2024-B
2017,UVA20176354,F,Mexicana,Tizimín,2003-10-25,Repetidor,Centro,NA,"Mérida, Yucatán",Ingeniería,Lic. en Contabilidad,Vespertino,Enero-Junio
2017,UVA20175932,F,Mexicana,NA,1997-03-10,Reinscrito,Centro,Cbtis 95,Kanasín,Licenciatura,Ing. Civil,Matutino,2023-A
2017,UVA20178779,NA,Mexicana,Cancún,2005-04-20,Equivalencia,Itzimná,NA,Tizimín,Ingeniería,Lic. en Admin. De Empresas,Vespertino,Enero-Junio
2017,UVA20177305,M,NA,Tizimín,2005-05-19,Reinscrito,NA,Prepa Abierta,NA,Ingeniería,Lic. en Arquitectura,Matutino,2024-B
2017,UVA20171099,M,Mexicana,Cancún,2005-10-20,Reinscrito,Francisco De Montejo,NA,Kanasín,Ingeniería,Lic. en Psicología,Vespertino,Enero-Junio
2017,UVA20179302,F,NA,Tizimín,2005-11-03,Nuevo,Centro,Cbtis 95,Tizimín,Ingeniería,Lic. en Arquitectura,Matutino,2023-A
2017,UVA20174519,M,Mexicana,Tizimín,1997-08-03,Nuevo,Chuburná,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Enfermería,Matutino,Agosto-Diciembre
2017,UVA20174212,M,Mexicana,Mérida,1998-12-03,Nuevo,Centro,Cbtis 95,Kanasín,Licenciatura,Lic. en Arquitectura,Vespertino,2023-A
2017,UVA20178235,F,NA,Mérida,2002-06-01,Nuevo,Centro,Preparatoria Estatal No. 1,NA,Licenciatura,Lic. en Educación,Matutino,2024-B
2017,UVA20175829,NA,NA,Valladolid,2000-01-01,Equivalencia,Itzimná,Prepa Abierta,NA,Ingeniería,Ing. Civil,Vespertino,2023-A
2017,UVA20171912,F,Mexicana,NA,2000-02-22,Reinscrito,Chuburná,NA,Umán,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
2017,UVA20172645,M,Mexicana,NA,2005-12-26,Equivalencia,Centro,NA,Tizimín,Ingeniería,Ing. Civil,Vespertino,Enero-Junio
2017,UVA20176882,F,Mexicana,NA,2005-11-03,Nuevo,Chuburná,Conalep Mérida,"Mérida, Yucatán",Licenciatura,Ing. Civil,Vespertino,Enero-Junio
2017,UVA20176391,M,NA,Mérida,2004-03-21,Equivalencia,Centro,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Arquitectura,Matutino,2023-A
2017,UVA20175386,M,NA,Cancún,2002-07-25,Repetidor,Centro,Prepa Abierta,Kanasín,Ingeniería,Lic. en Fisioterapia,Matutino,Enero-Junio
2017,UVA20178136,M,Mexicana,Tizimín,1999-11-14,Repetidor,Itzimná,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Diseño De Modas,Vespertino,2024-B
2017,UVA20175172,M,Mexicana,Tizimín,2003-11-22,Repetidor,Itzimná,NA,Umán,Licenciatura,Lic. en Odontología,Matutino,Enero-Junio
2017,UVA20172775,NA,Mexicana,Cancún,2000-04-08,Equivalencia,NA,Prepa Abierta,NA,Licenciatura,Ing. Civil,Matutino,Agosto-Diciembre
2017,UVA20177731,F,Mexicana,Tizimín,1995-08-04,Reinscrito,Centro,Prepa Abierta,Kanasín,Licenciatura,Lic. en Fisioterapia,Vespertino,Enero-Junio
2017,UVA20175754,F,Mexicana,Valladolid,2003-12-22,Equivalencia,Itzimná,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Admin. De Empresas,Vespertino,Enero-Junio
2017,UVA20172796,F,NA,Cancún,2004-01-05,Reinscrito,Centro,NA,Kanasín,Licenciatura,Lic. en Fisioterapia,Matutino,2023-A
2017,UVA20171385,F,NA,Valladolid,2002-04-10,Equivalencia,Centro,Prepa Abierta,"Mérida, Yucatán",Ingeniería,Lic. en Enfermería,Matutino,2023-A
2017,UVA20173598,M,Mexicana,Cancún,2001-10-18,Nuevo,Centro,NA,Tizimín,Licenciatura,Lic. en Contabilidad,Vespertino,2023-A
2017,UVA20171744,NA,Mexicana,Cancún,2003-06-18,Equivalencia,Centro,Conalep Mérida,NA,Licenciatura,Lic. en Psicología,Vespertino,2023-A
2017,UVA20175946,F,Mexicana,Cancún,1996-06-10,Reinscrito,Centro,NA,Tizimín,Licenciatura,Lic. en Odontología,Vespertino,2024-B
2017,UVA20173499,M,Mexicana,Mérida,1999-07-18,Repetidor,Chuburná,Preparatoria Estatal No. 1,NA,Licenciatura,Ing. en Procesos De Manufactura,Vespertino,Enero-Junio
2017,UVA20179493,M,Mexicana,Valladolid,2005-02-11,Reinscrito,Centro,Preparatoria Estatal No. 1,Umán,Ingeniería,Lic. en Gastronomía,Vespertino,2024-B
2017,UVA20171221,NA,Mexicana,Tizimín,1999-04-15,Equivalencia,Centro,Conalep Mérida,Tizimín,Ingeniería,Lic. en Psicología,Vespertino,2024-B
2017,UVA20179993,M,NA,Valladolid,1999-10-08,Repetidor,NA,NA,NA,Ingeniería,Lic. en Arquitectura,Vespertino,2023-A
2017,UVA20172812,F,Mexicana,Cancún,1997-04-06,Repetidor,Centro,NA,NA,Licenciatura,Lic. en Odontología,Matutino,Enero-Junio
2017,UVA20172861,F,NA,Tizimín,2001-07-04,Nuevo,Itzimná,Conalep Mérida,Kanasín,Ingeniería,Ing. Civil,Matutino,Agosto-Diciembre
2017,UVA20174034,M,Mexicana,NA,1997-07-12,Equivalencia,Chuburná,NA,Kanasín,Licenciatura,Lic. en Diseño De Modas,Vespertino,2023-A
2017,UVA20174874,F,Mexicana,Valladolid,2000-05-01,Equivalencia,Centro,NA,NA,Licenciatura,Lic. en Fisioterapia,Matutino,2024-B
2017,UVA20175282,M,Mexicana,Cancún,2002-06-08,Reinscrito,Centro,NA,NA,Licenciatura,Lic. en Educación,Vespertino,2024-B
2017,UVA20176104,F,Mexicana,Mérida,2003-10-18,Reinscrito,Itzimná,Conalep Mérida,"Mérida, Yucatán",Licenciatura,Ing. Civil,Matutino,Enero-Junio
2017,UVA20179495,F,Mexicana,Cancún,2004-02-28,Nuevo,Centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Admin. De Empresas,Matutino,2023-A
2017,UVA20174803,M,NA,Tizimín,2000-09-11,Equivalencia,Chuburná,Preparatoria Estatal No. 1,Tizimín,Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
2017,UVA20173437,M,NA,Cancún,2003-08-25,Reinscrito,Centro,Preparatoria Estatal No. 1,Tizimín,Ingeniería,Lic. en Psicología,Vespertino,2024-B
2017,UVA20176219,F,NA,NA,2005-11-10,Repetidor,Chuburná,Cbtis 95,Umán,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
2017,UVA20172426,M,NA,Tizimín,2002-05-17,Equivalencia,NA,Conalep Mérida,Umán,Licenciatura,Ing. Civil,Vespertino,Enero-Junio
2017,UVA20175789,M,NA,Cancún,1995-01-24,Repetidor,Centro,NA,Umán,Ingeniería,Lic. en Enfermería,Vespertino,2023-A
2017,UVA20178564,F,NA,Tizimín,1996-11-19,Repetidor,Centro,NA,Kanasín,Ingeniería,Lic. en Odontología,Matutino,2023-A
2017,UVA20175357,NA,Mexicana,Cancún,2000-12-13,Nuevo,Chuburná,NA,Kanasín,Ingeniería,Lic. en Contabilidad,Vespertino,Agosto-Diciembre
2017,UVA20173459,F,NA,NA,2003-07-31,Nuevo,Centro,NA,NA,Ingeniería,Lic. en Gastronomía,Matutino,Agosto-Diciembre
2017,UVA20177441,M,NA,Valladolid,2000-09-29,Equivalencia,Chuburná,Prepa Abierta,Umán,Licenciatura,Lic. en Nutrición,Vespertino,Enero-Junio
2017,UVA20174169,M,NA,NA,1995-03-25,Reinscrito,Centro,NA,"Mérida, Yucatán",Licenciatura,Lic. en Psicología,Matutino,Agosto-Diciembre
2017,UVA20171831,M,NA,Tizimín,1996-04-20,Nuevo,Centro,NA,Kanasín,Licenciatura,Lic. en Arquitectura,Vespertino,2024-B
2017,UVA20176187,M,Mexicana,Tizimín,1996-03-08,Nuevo,Centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Admin. De Empresas,Matutino,Enero-Junio
2017,UVA20174456,NA,Mexicana,Tizimín,2002-06-12,Reinscrito,Centro,Prepa Abierta,Umán,Ingeniería,Lic. en Fisioterapia,Vespertino,2023-A
2017,UVA20175954,NA,NA,Tizimín,1996-03-18,Reinscrito,Chuburná,Cbtis 95,Umán,Ingeniería,Lic. en Gastronomía,Matutino,Enero-Junio
2017,UVA20177111,F,NA,Valladolid,1996-08-07,Repetidor,Centro,NA,Tizimín,Ingeniería,Ing. Civil,Matutino,2024-B
2017,UVA20178028,F,Mexicana,NA,1998-01-06,Nuevo,Centro,Cbtis 95,Kanasín,Ingeniería,Lic. en Contabilidad,Vespertino,2024-B
2017,UVA20176754,M,NA,Cancún,2001-05-30,Equivalencia,Francisco De Montejo,NA,NA,Licenciatura,Lic. en Nutrición,Vespertino,Agosto-Diciembre
2017,UVA20176994,F,NA,NA,2001-05-01,Nuevo,Francisco De Montejo,Cbtis 95,Tizimín,Licenciatura,Lic. en Enfermería,Vespertino,2024-B
2017,UVA20179667,F,NA,Tizimín,2002-12-04,Nuevo,Centro,Cbtis 95,Umán,Ingeniería,Lic. en Arquitectura,Matutino,Agosto-Diciembre
2017,UVA20172300,F,Mexicana,Cancún,2004-08-31,Reinscrito,NA,NA,NA,Ingeniería,Lic. en Criminología,Vespertino,Enero-Junio
2017,UVA20173158,F,Mexicana,NA,1998-08-17,Equivalencia,Chuburná,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Admin. De Empresas,Matutino,2024-B
2017,UVA20172701,F,Mexicana,Mérida,2004-03-12,Equivalencia,Chuburná,NA,Kanasín,Ingeniería,Lic. en Admin. De Empresas,Vespertino,Enero-Junio
2017,UVA20172185,F,NA,NA,1995-02-14,Reinscrito,Centro,Prepa Abierta,Tizimín,Licenciatura,Lic. en Psicología,Matutino,2024-B
2017,UVA20176277,M,Mexicana,NA,1999-10-26,Equivalencia,Centro,Cbtis 95,Tizimín,Licenciatura,Ing. en Procesos De Manufactura,Matutino,Agosto-Diciembre
2017,UVA20176921,M,Mexicana,Tizimín,1999-09-15,Equivalencia,Francisco De Montejo,Cbtis 95,Umán,Licenciatura,Lic. en Fisioterapia,Matutino,Enero-Junio
2017,UVA20178637,M,Mexicana,NA,1999-07-24,Equivalencia,NA,Cbtis 95,Kanasín,Licenciatura,Lic. en Nutrición,Vespertino,2024-B
2017,UVA20175796,F,Mexicana,NA,1998-12-27,Reinscrito,Itzimná,NA,"Mérida, Yucatán",Ingeniería,Lic. en Gastronomía,Matutino,2023-A
2017,UVA20173903,F,NA,Cancún,2001-04-06,Nuevo,Chuburná,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Lic. en Psicología,Vespertino,Agosto-Diciembre
2017,UVA20179508,F,Mexicana,Tizimín,2000-03-26,Equivalencia,Centro,Preparatoria Estatal No. 1,Umán,Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
2017,UVA20175184,F,NA,Tizimín,1995-11-13,Repetidor,Centro,Cbtis 95,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Matutino,2023-A
2017,UVA20173342,F,Mexicana,Mérida,2001-07-03,Reinscrito,Francisco De Montejo,Prepa Abierta,Kanasín,Licenciatura,Lic. en Psicología,Vespertino,Agosto-Diciembre
2017,UVA20178255,F,Mexicana,Mérida,1998-09-08,Repetidor,Chuburná,NA,"Mérida, Yucatán",Licenciatura,Lic. en Gastronomía,Vespertino,2024-B
2017,UVA20177827,M,Mexicana,Valladolid,2001-08-24,Equivalencia,Centro,Cbtis 95,"Mérida, Yucatán",Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
2017,UVA20173055,F,Mexicana,Valladolid,2000-03-23,Reinscrito,Centro,Conalep Mérida,NA,Ingeniería,Lic. en Criminología,Vespertino,Agosto-Diciembre
2017,UVA20179304,F,NA,Mérida,2002-08-07,Equivalencia,Centro,NA,NA,Licenciatura,Lic. en Criminología,Matutino,Agosto-Diciembre
2017,UVA20173939,M,Mexicana,Cancún,1995-06-18,Equivalencia,Centro,Prepa Abierta,Tizimín,Ingeniería,Lic. en Nutrición,Matutino,2024-B
2017,UVA20174488,F,Mexicana,Valladolid,2003-11-30,Reinscrito,Centro,NA,"Mérida, Yucatán",Licenciatura,Lic. en Odontología,Matutino,Agosto-Diciembre
2017,UVA20177025,F,NA,Cancún,1996-02-13,Repetidor,Centro,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Educación,Vespertino,2023-A
2017,UVA20176449,M,Mexicana,Tizimín,1999-11-18,Reinscrito,NA,NA,"Mérida, Yucatán",Ingeniería,Lic. en Gastronomía,Vespertino,2024-B
2017,UVA20177648,F,Mexicana,Valladolid,1995-10-22,Repetidor,Itzimná,NA,Kanasín,Ingeniería,Lic. en Fisioterapia,Matutino,2023-A
2017,UVA20172873,M,Mexicana,Tizimín,1995-10-05,Nuevo,NA,Conalep Mérida,Tizimín,Licenciatura,Lic. en Fisioterapia,Matutino,Agosto-Diciembre
2017,UVA20174465,M,Mexicana,NA,1999-04-20,Equivalencia,Chuburná,Prepa Abierta,Umán,Licenciatura,Lic. en Criminología,Vespertino,Agosto-Diciembre
2017,UVA20171948,F,Mexicana,NA,1998-12-03,Nuevo,Centro,Preparatoria Estatal No. 1,Kanasín,Licenciatura,Lic. en Psicología,Vespertino,Enero-Junio
2017,UVA20171834,M,NA,Valladolid,1999-10-03,Equivalencia,Centro,Cbtis 95,"Mérida, Yucatán",Ingeniería,Lic. en Enfermería,Matutino,Enero-Junio
2017,UVA20179251,M,NA,Valladolid,1997-01-14,Reinscrito,Centro,Conalep Mérida,Umán,Licenciatura,Lic. en Fisioterapia,Matutino,Agosto-Diciembre
2017,UVA20171443,F,Mexicana,Mérida,2004-06-01,Equivalencia,NA,Preparatoria Estatal No. 1,"Mérida, Yucatán",Licenciatura,Lic. en Fisioterapia,Matutino,2023-A
2017,UVA20173174,M,Mexicana,Mérida,2003-01-12,Equivalencia,Francisco De Montejo,Cbtis 95,Tizimín,Licenciatura,Ing. Civil,Matutino,2024-B
2017,UVA20171423,M,Mexicana,Mérida,2001-09-04,Equivalencia,Centro,Prepa Abierta,"Mérida, Yucatán",Licenciatura,Lic. en Fisioterapia,Vespertino,2023-A
2017,UVA20172349,F,NA,Mérida,1999-11-01,Reinscrito,Itzimná,NA,"Mérida, Yucatán",Licenciatura,Lic. en Arquitectura,Matutino,2024-B
2017,UVA20173127,F,NA,Cancún,1995-12-10,Reinscrito,Centro,Conalep Mérida,NA,Licenciatura,Lic. en Diseño De Modas,Matutino,Agosto-Diciembre
2017,UVA20178548,NA,Mexicana,Valladolid,2004-08-05,Nuevo,Centro,Preparatoria Estatal No. 1,NA,Ingeniería,Lic. en Criminología,Vespertino,2023-A
2017,UVA20178602,M,NA,NA,2000-03-25,Equivalencia,Centro,Conalep Mérida,Umán,Licenciatura,Lic. en Odontología,Vespertino,2023-A
2017,UVA20178537,F,Mexicana,NA,2001-11-23,Reinscrito,Chuburná,Preparatoria Estatal No. 1,"Mérida, Yucatán",Ingeniería,Lic. en Admin. De Empresas,Matutino,2023-A
2017,UVA20177785,M,Mexicana,NA,1998-01-26,Repetidor,Chuburná,Prepa Abierta,Tizimín,Ingeniería,Lic. en Diseño De Modas,Matutino,2024-B
2017,UVA20173289,F,NA,NA,2004-02-11,Repetidor,Centro,NA,Tizimín,Ingeniería,Ing. en Procesos De Manufactura,Matutino,Enero-Junio
2017,UVA20178348,M,Mexicana,Mérida,2002-02-05,Repetidor,Itzimná,NA,Umán,Ingeniería,Lic. en Psicología,Vespertino,Agosto-Diciembre
2017,UVA20171074,F,Mexicana,NA,1999-04-18,Reinscrito,Centro,Prepa Abierta,Umán,Licenciatura,Lic. en Admin. De Empresas,Vespertino,Agosto-Diciembre
2017,UVA20175435,F,Mexicana,Cancún,2005-10-12,Nuevo,Itzimná,NA,Tizimín,Licenciatura,Lic. en Diseño De Modas,Matutino,2024-B
2017,UVA20172094,M,Mexicana,NA,2000-01-19,Repetidor,Itzimná,Conalep Mérida,Umán,Licenciatura,Lic. en Criminología,Matutino,Enero-Junio
2017,UVA20178365,F,Mexicana,NA,1997-10-10,Reinscrito,Francisco De Montejo,NA,NA,Licenciatura,Lic. en Admin. De Empresas,Matutino,Agosto-Diciembre
2017,UVA20171698,M,Mexicana,Valladolid,1998-01-25,Repetidor,NA,NA,"Mérida, Yucatán",Ingeniería,Lic. en Odontología,Vespertino,Enero-Junio
2017,UVA20179068,M,Mexicana,NA,2004-11-30,Equivalencia,Centro,NA,Umán,Licenciatura,Lic. en Fisioterapia,Vespertino,2024-B
2017,UVA20179129,NA,Mexicana,Mérida,2003-05-09,Nuevo,Chuburná,NA,NA,Ingeniería,Ing. Civil,Vespertino,2024-B
2017,UVA20171595,M,Mexicana,Valladolid,1997-03-18,Reinscrito,Centro,NA,"Mérida, Yucatán",Licenciatura,Lic. en Diseño De Modas,Vespertino,2024-B
2017,UVA20177196,F,NA,Valladolid,2001-10-14,Equivalencia,Centro,Cbtis 95,Tizimín,Ingeniería,Lic. en Educación,Matutino,Enero-Junio
2017,UVA20171888,F,Mexicana,Tizimín,2005-02-27,Repetidor,Centro,NA,Kanasín,Ingeniería,Lic. en Derecho,Matutino,Agosto-Diciembre
2017,UVA20174571,F,Mexicana,Cancún,1998-03-22,Repetidor,Centro,Preparatoria Estatal No. 1,Kanasín,Ingeniería,Ing. Civil,Matutino,Agosto-Diciembre
2017,UVA20175861,F,NA,Mérida,1999-08-08,Reinscrito,Itzimná,Cbtis 95,Tizimín,Licenciatura,Lic. en Enfermería,Matutino,Enero-Junio
