matricula,sexo,nacionalidad,lugar_nacimiento,fecha_nacimiento,tipo_ingreso,colonia,escuela_procedencia,modalidad,ubicacion_escuela_procedencia,nivel,carrera,turno,ciclo
1835002,H,México,Campeche,2004-12-02,Repetidor,Altabrisa,PREPA ABIERTA,Mixto/Sabatino,"Calle 31-A por 8, Col. San Esteban, C. P. 97149, Mérida, Yucatán",LIC,Derecho MIX,Vespertino,Mayo-Agosto
1802046,Fem,MX,Tamaulipas,10-12-1997,Repetidor,México,CEDART ERMILO ABREU GÓMEZ,Escolarizada,"Calle 21, Periférico Poniente, Colonia San Juan Bautista, 97200 Mérida, Yuc.",LIC,Ciencias De La Educación Escolar,Matutino,Enero-Abril
1817016,M,México,Sinaloa,02/03/2002,Repetidor,Itzimná,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,Escolarizada,"Calle 59 No. 729, Fraccionamiento Pacabtún, Mérida, Yucatán",LIC,Odontología,MAT,Agosto-Diciembre
1817030,Femenino,mexicano,Puebla,1998-04-12,Equivalencia,Centro,PREPARATORIA MEXICO,Escolarizada,"C. 72 453, 97000 Mérida, Yucatán",LIC,Odontología,VESP,Enero-Junio
1817003,Masculino,mexicano,Campeche,2005-10-18,Nuevo,Ciudad Caucel,INSTITUTO FELTON,Escolarizada,"Calle 47-A #274 y 276 x 46 y 48 Fracc, Francisco de Montejo, 97203 Mérida, Yuc.",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
1812005,Fem,mexicano,Ciudad de Mexico,20/12/2000,Nuevo,Xoclán,PREPA LIBRE SEP,Escolarizada,N/A,LIC,Contaduría Pública Escolar,VESP,Enero-Abril
1833039,F,México,Chiapas,29/10/1999,Equivalencia,Salvador Alvarado Sur,CBTIS 120 MÉRIDA,Mixto/Sabatino,"C. 13 101 por 60, Loma Bonita, 97205 Mérida, Yuc.",Licenciatura,Diseño de Modas MIX,VESP,Mayo-Agosto
1817012,Femenino,México,Chiapas,20/06/1998,Reinscrito,San Antonio Kaua,CBTIS 28 COZUMEL,Escolarizada,"Antonio González Fernández. 600, 10 de Abril, 77622 Cozumel, Q.R.",LIC,Odontología,MAT,Enero-Junio
1817024,F,mexicano,Aguascalientes,08-26-1995,Repetidor,Mulsay,COBAY TIXPEUAL,Escolarizada,"C. 25 entre 17 y 19, 97386 Tixpéhual, Yucatán",LIC,Odontología,VESP,Agosto-Diciembre
1817040,H,México,Baja California,03/10/1997,Equivalencia,Pensiones,ESCUELA PREPARATORIA JOSE DOLORES RODRIGUEZ TAMAYO,Escolarizada,"Calle 96 653 X 51A y 59, Ciudad Caucel, 97300 Mérida, Yucatán",LIC,Odontología,Matutino,Agosto-Diciembre
1801007,Masculino,México,Michoacán,1996-04-15,Equivalencia,Centro,UNIVERSIDAD MEXICO AMERICANA DEL NORTE A.C.,Escolarizada,"Primera s/n, Col. Círculo, CP 88640, Reynosa, Tamaulipas, México",LIC,Arquitectura Escolar,VESP,Enero-Abril
1827021,Femenino,México,Campeche,06-29-2000,Nuevo,Altabrisa,CETESC,Mixto/Sabatino,"C. 61 496a-por 56 y 58, Centro, 97000 Mérida, Yuc.",Licenciatura,Administración de Empresas MIX,Matutino,Enero-Abril
1814032,M,Mexicana,Veracruz,2002-05-29,Nuevo,Emiliano Zapata Sur,CENTRO EDUCATIVO SIGLO XXI,Escolarizada,"C. 21 216, entre 60 Y 62, Zona Dorada II, 97226 Mérida, Yuc.",Licenciatura,Administración de Empresas Escolar,VESP,Enero-Abril
1817004,Fem,mexicano,Aguascalientes,11-29-1996,Nuevo,Las Américas,UPP PREPA,Escolarizada,"Av Jacinto Canek 739, Paseo de las Fuentes, 97230 Mérida, Yucatán",Licenciatura,Odontología,MAT,Enero-Junio
1837015,F,mexicano,Veracruz,1999-02-08,Repetidor,Brisas,COBAY TICUL,Mixto/Sabatino,"C. 41 X 24 Y 24A Col. Santiago, 97370 Kanasín, Yucatán",ING,Ingeniería Civil MIX,Vespertino,Enero-Abril
1817034,M,México,San Lorenzo,03-04-1998,Reinscrito,San Ramón Sur,CBTA IZAMAL 185,Escolarizada,"C. 30 102, Guadalupe, 97540 Izamal, Yuc.",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
1817049,M,mexicano,Veracruz,2001-07-02,Reinscrito,Juan Pablo II,COBAY ABALA,Escolarizada,"Unnamed Road, 97825 Abalá, Yuc.",LIC,Odontología,Vespertino,Enero-Junio
1817040,Masculino,mexicano,Veracruz,1996-05-13,Reinscrito,Montecristo,COBAY PLANTEL PETO,Escolarizada,"Carretera Federal Peto, Santa Rosa km 5, 97930 Peto, Yucatán",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
1802005,Femenino,México,Quintana Roo,12/08/1998,Reinscrito,México,COBAY CHENKU,Escolarizada,"Calle 32, Por Calle 25 y 27 SN, Residencial del Nte, 97219 Mérida, Yuc.",LIC,Ciencias De La Educación Escolar,MAT,Mayo-Agosto
1817031,Masculino,MX,Tamaulipas,09-19-2000,Nuevo,Altabrisa,UPAV VERACRUZ,Escolarizada,"CALLE GUILLERMO PRIETO 8, XALAPA VERACRUZ DE IGNACIO DE LA LLAVE",Licenciatura,Odontología,MAT,Enero-Junio
1827011,Femenino,mexicano,Chihuahua,08/05/2001,Nuevo,San Ramón Norte,CBTIS 28 COZUMEL,Mixto/Sabatino,"Antonio González Fernández. 600, 10 de Abril, 77622 Cozumel, Q.R.",LIC,Administración de Empresas MIX,Matutino,Mayo-Agosto
1827041,Masculino,MX,Puebla,09-06-1998,Repetidor,Montes de Amé,COBAY TICUL,Mixto/Sabatino,"C. 41 X 24 Y 24A Col. Santiago, 97370 Kanasín, Yucatán",LIC,Administración de Empresas MIX,MAT,Mayo-Agosto
1825040,Masculino,mexicano,Chihuahua,09/06/1999,Equivalencia,Ciudad Caucel,ACUERDO 286,Mixto/Sabatino,NA,LIC,Nutrición MIX,Matutino,Mayo-Agosto
1806047,Masculino,Mexicana,Yucatán,21/08/2004,Repetidor,Miguel Alemán,PREPARATORIA ESTATAL #10 RUBÉN H. RODRÍGUEZ MOGUEL,Escolarizada,"Calle 59, s/n 102-A y 106, Cd Caucel, 97314 Mérida, Yuc.",Licenciatura,Diseño de Modas Escolar,Matutino,Mayo-Agosto
1817031,H,MX,Monterrey,18/03/1998,Equivalencia,Chuburná de Hidalgo,PREPARATORIA 2 UADY,Escolarizada,"Calle 59C 204, 97238 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Enero-Junio
1827042,Fem,Mexicana,Quintana Roo,26/05/2002,Equivalencia,Nueva Kukulcán,COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA,Mixto/Sabatino,"Calle 59 No. 729, Fraccionamiento Pacabtún, Mérida, Yucatán",LIC,Administración de Empresas MIX,VESP,Mayo-Agosto
1810045,H,MX,Tamaulipas,01-19-2000,Repetidor,Pensiones,COBAY PROGRESO,Escolarizada,"C. 37 entre 72 y 74, Centro, 97320 Progreso, Yuc.",LIC,Fisioterapia Escolar,MAT,Septiembre-Diciembre
1833007,H,MX,Puebla,11-05-2001,Reinscrito,Francisco de Montejo,COLEGIO SAN AGUSTIN,Mixto/Sabatino,"C. 58 480B, 97000 Mérida, Yucatán",Licenciatura,Diseño de Modas MIX,Vespertino,Septiembre-Diciembre
1808010,Fem,Mexicana,Yucatán,10/02/2005,Nuevo,Temozón Norte,CBTIS 126 CAMPECHE,Escolarizada,"24902, Calle 22-A 4100, Fátima, 24902 Calkiní, Camp.",Licenciatura,Derecho Escolar,MAT,Mayo-Agosto
1810026,Femenino,Mexicana,San Lorenzo,1997-11-09,Reinscrito,Ciudad Caucel,FRANCISCO REPETO MILAN,Escolarizada,"Calle 78 541, Col. Centro, CP 97000, Mérida, Yucatán",Licenciatura,Fisioterapia Escolar,Vespertino,Mayo-Agosto
1832010,H,México,Puebla,1997-05-20,Repetidor,Emiliano Zapata Sur,COLEGIO BACHILLERES TABASCO,Mixto/Sabatino,"Av. Paseo La Choca 100, Multiochenta, 86085 Villahermosa, Tab.",Licenciatura,Contaduría Pública MIX,Vespertino,Enero-Abril
1817037,H,Mexicana,Tamaulipas,04-05-2002,Equivalencia,San Ramón Sur,CONRADO MENENDEZ DIAZ,Escolarizada,"Av Fidel Velázquez 849, 97169 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Agosto-Diciembre
1817018,Masculino,MX,Tamaulipas,25/04/1997,Reinscrito,Miguel Alemán,"COMPLUTENSE CENTRO INTEGRADO, INC. SAN LORENZO",Escolarizada,"Mansiones de Monte Sereno, 22 C. 3, San Lorenzo, 00754, Puerto Rico",LIC,Odontología,Matutino,Enero-Junio
1817049,M,México,Campeche,02/07/2001,Equivalencia,San Antonio Kaua,COLEGIO DE BACHILLERES No. 8 TABASCO,Escolarizada,"Av. Monte Cristo SN, Las Lomas, 86980 Emiliano Zapata, Tab.",LIC,Odontología,Vespertino,Agosto-Diciembre
1828019,H,Mexicana,Baja California,1996-02-26,Reinscrito,Altabrisa,GONZALO CAMARA ZAVALA,Mixto/Sabatino,"Calle 60 602, Col. Centro, CP 97000, Mérida, Yucatán",LIC,Psicología MIX,VESP,Mayo-Agosto
1809016,M,México,Chiapas,2001-02-03,Repetidor,Campestre,UNIVERSIDAD MEXICO AMERICANA DEL NORTE A.C.,Escolarizada,"Primera s/n, Col. Círculo, CP 88640, Reynosa, Tamaulipas, México",Licenciatura,Enfermería Escolar,MAT,Septiembre-Diciembre
1817039,H,mexicano,Aguascalientes,12-19-1995,Equivalencia,Campestre,COBAY YAXCABA,Escolarizada,"C. 22, 97920 Yaxcabá, Yuc.",Licenciatura,Odontología,Vespertino,Enero-Junio
1804017,F,MX,Michoacán,05/06/1996,Equivalencia,San Ramón Norte,COREM MERIDA,Escolarizada,"C. 26 Diag. 112, Las Brisas, 97144 Mérida, Yuc.",Licenciatura,Gastronomía Escolar,Matutino,Septiembre-Diciembre
1832042,Fem,MX,San Lorenzo,21/11/1995,Nuevo,San Ramón Sur,COBAY VALLADOLID,Mixto/Sabatino,"Calle 32 S/N, Fernando Novelo, 97780 Valladolid, Yucatan",LIC,Contaduría Pública MIX,Matutino,Septiembre-Diciembre
1817020,Masculino,México,Tabasco,06-24-1996,Nuevo,Brisas,VICTOR J. MANZANILLA J. - CANSAHCAB,Escolarizada,"Calle 20 S/N, Cansahcab Centro, 97410 Cansahcab, Yuc.",Licenciatura,Odontología,VESP,Agosto-Diciembre
1817002,F,mexicano,Campeche,25/04/2002,Repetidor,Altabrisa,CBTIS 126 CAMPECHE,Escolarizada,"24902, Calle 22-A 4100, Fátima, 24902 Calkiní, Camp.",LIC,Odontología,MAT,Enero-Junio
1817027,H,Mexicana,Chiapas,02-27-1996,Nuevo,Dzityá,CBTIS 111 CANCUN,Escolarizada,"Av. Chichen-Itza Supermanzana 1, 77500 Cancún, Q.R.",Licenciatura,Odontología,MAT,Agosto-Diciembre
1813034,Fem,MX,Tamaulipas,2002-02-28,Equivalencia,Dzityá,COBAY TZUCACAB,Escolarizada,"C. 30, 97960 Tzucacab, Yuc.",Licenciatura,Nutrición Escolar,MAT,Septiembre-Diciembre
1815018,Femenino,MX,Sinaloa,1999-08-23,Nuevo,Brisas,UPP PREPA,Escolarizada,"Av Jacinto Canek 739, Paseo de las Fuentes, 97230 Mérida, Yucatán",LIC,Psicología Escolar,VESP,Enero-Abril
1816001,Masculino,Mexicana,Chiapas,1997-07-28,Equivalencia,México,ROGERS HALL,Escolarizada,"Calle 21 No. 131 x 32 y 36 Col. Buenavista, Mérida, Yucatán",LIC,Criminología Escolar,MAT,Septiembre-Diciembre
1809013,H,México,Puebla,12-29-1996,Equivalencia,Dzityá,COLEGIO DE BACHILLERES PLANTEL JMM,Escolarizada,"Av. Miguel Hidalgo Y Costilla S/N Colonia Guadalupe, C.P 78890, José María Morelos, Quintana Roo",LIC,Enfermería Escolar,Matutino,Enero-Abril
1815030,Fem,mexicano,Aguascalientes,05/12/2004,Reinscrito,Las Américas,SALVADOR ALVARADO,Escolarizada,"Cll 20 302, 97205 Mérida, Yucatán",LIC,Psicología Escolar,Vespertino,Enero-Abril
1817040,Femenino,MX,Quintana Roo,29/04/2005,Reinscrito,Ciudad Caucel,UNIVERSIDAD AUTONOMA DEL CARMEN,Escolarizada,"C. 56 4, Benito Juárez, 24180 Cdad. del Carmen, Camp.",LIC,Odontología,Matutino,Agosto-Diciembre
1817010,H,México,Michoacán,08-25-2000,Nuevo,Salvador Alvarado Sur,CETIS 134,Escolarizada,"Av. Lomas Verdes 2, Rancho Viejo, 91303 Banderilla, Ver.",LIC,Odontología,Vespertino,Agosto-Diciembre
1836036,F,México,Campeche,2002-01-30,Nuevo,Mulsay,MEXICANA DEL MAYAB,Mixto/Sabatino,"Calle 61 322, 97169 Mérida, Yucatán",LIC,Gastronomía MIX,Matutino,Septiembre-Diciembre
1828009,Masculino,México,Tabasco,12-30-2005,Repetidor,México,COBAY CUZAMA,Mixto/Sabatino,"Km 2 carretera Cuzama Homun, Cuzamá, Yucatán",LIC,Psicología MIX,Matutino,Enero-Abril
1817044,Femenino,MX,Sinaloa,04-29-1999,Nuevo,Mulsay,MAHATMA GANDHI,Escolarizada,"Calle 25B x 10 Colonia Lázaro Cárdenas 421, 97219 Mérida, Yucatán",Licenciatura,Odontología,MAT,Agosto-Diciembre
1817033,Fem,México,Monterrey,1995-01-20,Equivalencia,Temozón Norte,FRANCISCO REPETO MILAN,Escolarizada,"Calle 78 541, Col. Centro, CP 97000, Mérida, Yucatán",LIC,Odontología,VESP,Agosto-Diciembre
1817029,H,Mexicana,Tabasco,01/05/2000,Repetidor,Altabrisa,FRANCISCO DE MONTEJO Y LEON,Escolarizada,"Calle 47 No. 514-A x 62 y 64 Col. Centro C.P. 97000, Mérida, Yucatán",Licenciatura,Odontología,Vespertino,Enero-Junio
1817035,F,Mexicana,Michoacán,1995-04-04,Equivalencia,Salvador Alvarado Sur,PREPARATORIA ESTATAL CTM #3,Escolarizada,"Calle 57A 744, 97160 Mérida",LIC,Odontología,Vespertino,Agosto-Diciembre
1820008,Femenino,México,Puebla,07-03-2005,Nuevo,Jardines del Norte,ALIANZA DE CAMIONEROS,Mixto/Sabatino,"C. 64 602, entre 75, 97000 Mérida, Yucatán",Licenciatura,Arquitectura MIX,MAT,Enero-Abril
1817014,H,MX,Veracruz,1995-01-31,Reinscrito,Montecristo,INSTITUTO COMERCIAL BANCARIO,Escolarizada,"Calle 62 No. 373, Colonia Centro, Mérida, Yucatán",Licenciatura,Odontología,MAT,Agosto-Diciembre
1816015,Femenino,MX,Yucatán,26/05/2000,Nuevo,Temozón Norte,EMSAD 07 EL DESENGAÑO,Escolarizada,"Carretera Justo Sierra-El Desengaño Candelaria, Campeche",LIC,Criminología Escolar,MAT,Enero-Abril
1817042,F,México,Puebla,1997-07-12,Reinscrito,Pensiones,PREPARATORIA ESTATAL #10 RUBÉN H. RODRÍGUEZ MOGUEL,Escolarizada,"Calle 59, s/n 102-A y 106, Cd Caucel, 97314 Mérida, Yuc.",LIC,Odontología,MAT,Enero-Junio
1817026,M,MX,San Lorenzo,12-12-2003,Repetidor,Brisas,LA SALLE BOULLEWARES,Escolarizada,"Colina de la Rumorosa no.70 Fracc. Boulevares, Naucalpan, Estado de México.",Licenciatura,Odontología,Matutino,Enero-Junio
1837023,Femenino,MX,Quintana Roo,10/02/1996,Reinscrito,Juan Pablo II,PREPARATORIA YUCATAN,Mixto/Sabatino,"Calle 61 # 551 x 70 y 72, Col. Centro, CP. 97000 Mérida, Yucatán",Ingeniería,Ingeniería Civil MIX,VESP,Enero-Abril
1817002,M,Mexicana,Monterrey,1996-10-14,Repetidor,Montecristo,ALIANZ COMUNIDAD ESTUDIANTIL,Escolarizada,"Calle 24 No 318 y 320, San Pedro Cholul, 97138 Mérida, Yuc.",Licenciatura,Odontología,MAT,Enero-Junio
1817038,Masculino,mexicano,Tabasco,10-01-1999,Repetidor,Francisco de Montejo,IBCEY,Escolarizada,"Calle 31b #360 X 26 y 28, Col. Adolfo López Mateos, Mérida, Yucatán",LIC,Odontología,Vespertino,Agosto-Diciembre
1820038,M,México,Baja California,17/05/1997,Repetidor,Campestre,COLEGIO SAN AGUSTIN,Mixto/Sabatino,"C. 58 480B, 97000 Mérida, Yucatán",Licenciatura,Arquitectura MIX,Vespertino,Mayo-Agosto
1828004,F,mexicano,Quintana Roo,07-29-2003,Repetidor,San Antonio Kaua,MAHATMA GANDHI,Mixto/Sabatino,"Calle 25B x 10 Colonia Lázaro Cárdenas 421, 97219 Mérida, Yucatán",LIC,Psicología MIX,MAT,Mayo-Agosto
1833016,F,Mexicana,Sinaloa,07-03-2004,Equivalencia,San Ramón Sur,PREPARATORIA ESTATAL #10 RUBÉN H. RODRÍGUEZ MOGUEL,Mixto/Sabatino,"Calle 59, s/n 102-A y 106, Cd Caucel, 97314 Mérida, Yuc.",Licenciatura,Diseño de Modas MIX,Matutino,Enero-Abril
1835036,F,MX,Tamaulipas,03-31-2001,Repetidor,Salvador Alvarado Sur,CBTIS 80,Mixto/Sabatino,"Calle 27 369, Edesio Carrillo Puerto, 97430 Motul de Carrillo, 97430",Licenciatura,Derecho MIX,Vespertino,Mayo-Agosto
1817025,Femenino,México,Chihuahua,03-18-2003,Equivalencia,Wallis,COLEGIO SAN AGUSTIN,Escolarizada,"C. 58 480B, 97000 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Agosto-Diciembre
1808029,H,Mexicana,Tabasco,10-20-2005,Equivalencia,Brisas,VICTOR MANUEL CERVERA PACHECO,Escolarizada,"C. 12-D 2a, 97370 Kanasín, Yucatán",Licenciatura,Derecho Escolar,Matutino,Enero-Abril
1817033,Masculino,México,Monterrey,1995-07-25,Nuevo,Francisco de Montejo,CARLOS CASTILLO PERAZA,Escolarizada,"Calle 51, Francisco de Montejo, Mérida, Yucatán",LIC,Odontología,MAT,Agosto-Diciembre
1817040,M,mexicano,Veracruz,05-21-2000,Equivalencia,Chuburná de Hidalgo,PREPARATORIA ESTATAL No. 8,Escolarizada,"C. 51, Francisco de Montejo II X 58 y 60, 97203 Mérida, Yucatán",LIC,Odontología,Vespertino,Agosto-Diciembre
1817003,Masculino,Mexicana,Monterrey,1995-03-29,Nuevo,Pensiones,LA SALLE BOULLEWARES,Escolarizada,"Colina de la Rumorosa no.70 Fracc. Boulevares, Naucalpan, Estado de México.",Licenciatura,Odontología,Matutino,Enero-Junio
1827009,F,MX,Aguascalientes,1996-08-17,Nuevo,Xoclán,COBAY TICUL,Mixto/Sabatino,"C. 41 X 24 Y 24A Col. Santiago, 97370 Kanasín, Yucatán",LIC,Administración de Empresas MIX,Matutino,Enero-Abril
1808025,Fem,Mexicana,Quintana Roo,1997-09-29,Reinscrito,Mulsay,CENTRO ESCOLAR ROCHAVI,Escolarizada,"C. 76 11-A'-1, Residencial Pensiones VI, 97217 Mérida, Yuc.",Licenciatura,Derecho Escolar,VESP,Enero-Abril
1817045,M,mexicano,Tabasco,08-04-1996,Reinscrito,García Ginerés,ALIANZA DE CAMIONEROS,Escolarizada,"C. 64 602, entre 75, 97000 Mérida, Yucatán",LIC,Odontología,Matutino,Enero-Junio
1817016,Femenino,mexicano,Tamaulipas,03-29-1999,Repetidor,Emiliano Zapata Sur,COBAY KOMCHEN,Escolarizada,"Calle 14 por 31, Komchen, 97300 Komchén, Yucatán",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
1808037,F,Mexicana,Monterrey,1996-04-07,Repetidor,Jardines del Norte,PREPARATORIA 11,Escolarizada,"Calle 59-C LOTE 950, 97000 Mérida, Yucatán",LIC,Derecho Escolar,MAT,Septiembre-Diciembre
1817049,Masculino,mexicano,Monterrey,06-30-1996,Equivalencia,México,PRONACE,Escolarizada,"Calle 62 #685 x 45 y 43, Fracc. Pedregales, C.P. 97300, Cd. Caucel",LIC,Odontología,Vespertino,Agosto-Diciembre
1817016,F,MX,Tabasco,19/10/2004,Equivalencia,Montecristo,COBACH COZUMEL,Escolarizada,"50 Avenida Sur, C. 27 Sur, San Miguel I, 77666 Cozumel, Q.R.",LIC,Odontología,MAT,Enero-Junio
1817024,H,México,Quintana Roo,05-02-2002,Equivalencia,Salvador Alvarado Sur,UVM,Escolarizada,"Calle 79 500, Dzityá Polígono, 97302 Mérida, Yucatán",Licenciatura,Odontología,VESP,Agosto-Diciembre
1817044,H,México,Puebla,14/09/2002,Reinscrito,Altabrisa,CEC Y TES,Escolarizada,"Jardines del Nte., 97139 Mérida, Yuc.",Licenciatura,Odontología,VESP,Enero-Junio
1838019,Fem,mexicano,Quintana Roo,04/11/1996,Equivalencia,Centro,PREPARATORIA ESTATAL CTM #3,Mixto/Sabatino,"Calle 57A 744, 97160 Mérida",Ingeniería,Ingeniería De Procesos De Manufactura MIX,Matutino,Mayo-Agosto
1817038,Masculino,México,Chihuahua,04-29-1999,Reinscrito,Las Américas,COBAY TEABO,Escolarizada,"Calle 23 57, 97910 Teabo, Yucatán",LIC,Odontología,VESP,Enero-Junio
1817016,Fem,mexicano,Veracruz,09-21-1998,Repetidor,Jardines del Norte,ROGERS HALL,Escolarizada,"Calle 21 No. 131 x 32 y 36 Col. Buenavista, Mérida, Yucatán",LIC,Odontología,VESP,Agosto-Diciembre
1833003,F,MX,Tabasco,01-10-1999,Equivalencia,Brisas,INSTITUTO COMERCIAL BANCARIO,Mixto/Sabatino,"Calle 62 No. 373, Colonia Centro, Mérida, Yucatán",Licenciatura,Diseño de Modas MIX,Matutino,Septiembre-Diciembre
1817003,H,Mexicana,Puebla,18/05/1998,Repetidor,Brisas,PREPARATORIA ESTATAL #10 RUBÉN H. RODRÍGUEZ MOGUEL,Escolarizada,"Calle 59, s/n 102-A y 106, Cd Caucel, 97314 Mérida, Yuc.",LIC,Odontología,Matutino,Enero-Junio
1817016,Fem,mexicano,Monterrey,1995-09-01,Equivalencia,Salvador Alvarado Sur,PREPA 7,Escolarizada,"Calle 12, 97149 Mérida, Yucatán",Licenciatura,Odontología,MAT,Enero-Junio
1837025,M,mexicano,Baja California,2003-02-15,Equivalencia,Juan Pablo II,CONRADO MENENDEZ DIAZ,Mixto/Sabatino,"Av Fidel Velázquez 849, 97169 Mérida, Yucatán",ING,Ingeniería Civil MIX,Matutino,Enero-Abril
1812021,F,México,Yucatán,1995-02-06,Equivalencia,Ciudad Caucel,GONZALO CAMARA ZAVALA,Escolarizada,"Calle 60 602, Col. Centro, CP 97000, Mérida, Yucatán",Licenciatura,Contaduría Pública Escolar,MAT,Mayo-Agosto
1832003,Femenino,México,Michoacán,1996-05-31,Equivalencia,Las Américas,PRONACE,Mixto/Sabatino,"Calle 62 #685 x 45 y 43, Fracc. Pedregales, C.P. 97300, Cd. Caucel",Licenciatura,Contaduría Pública MIX,VESP,Septiembre-Diciembre
1816044,Masculino,México,San Lorenzo,09-02-2005,Nuevo,Brisas,FELIPE ESCALANTE RUZ - BRISAS,Escolarizada,"97115 Mérida, Yucatán·",Licenciatura,Criminología Escolar,VESP,Septiembre-Diciembre
1817014,M,México,Chihuahua,1998-10-28,Reinscrito,Mulsay,INSTITUTO PATRIA,Escolarizada,"Periférico Norte km. 2.5, San Ramón Nte, 97117 Mérida, Yucatán",LIC,Odontología,MAT,Enero-Junio
1801032,H,México,Yucatán,10-07-1997,Reinscrito,Las Américas,CECYTE QUINTANA ROO,Escolarizada,"C. 4 Pte. s/n, Maya Pax, Mayapax, 77780 Tulum, Q.R.",Licenciatura,Arquitectura Escolar,Vespertino,Septiembre-Diciembre
1817026,F,México,Yucatán,08-07-2002,Repetidor,Wallis,PREPARATORIA 7,Escolarizada,"Calle 12, 97149 Mérida, Yucatán",LIC,Odontología,Vespertino,Agosto-Diciembre
1836024,F,MX,Chihuahua,01-26-2004,Repetidor,Miguel Alemán,COBAY HUNUCMA,Mixto/Sabatino,"Calle 26 No. Sn, Colonia Itzimna, Hunucmá, Yucatán",LIC,Gastronomía MIX,Vespertino,Mayo-Agosto
1828032,Femenino,Mexicana,Tabasco,09/03/1995,Repetidor,Brisas,BACHILLERATO COMUNITARIO SAMAHIL,Mixto/Sabatino,"97810 Samahil, Yuc.",LIC,Psicología MIX,Matutino,Enero-Abril
1817023,M,México,Ciudad de Mexico,23/04/1997,Equivalencia,San Antonio Kaua,PREPARATORIA JUVENTUS,Escolarizada,"Calle 65 543.A, Parque Santiago, Centro, 97000 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Enero-Junio
1817022,Fem,Mexicana,Aguascalientes,08-04-1998,Nuevo,Nueva Kukulcán,JOSE MARIA MORELOS Y PAVON,Escolarizada,"Calle 15 Poniente 109, 97190 Mérida, Yucatán",LIC,Odontología,Vespertino,Enero-Junio
1817001,H,Mexicana,Puebla,10-29-1999,Repetidor,San Ramón Norte,COBAY KANASIN,Escolarizada,"Calle 14 S/N x 33, 97370 Kanasín, Yucatán",LIC,Odontología,Vespertino,Agosto-Diciembre
1817009,Masculino,mexicano,Monterrey,27/07/1997,Equivalencia,Mayapán,DAVID ALFARO SIQUEIROS MIRAFLORES,Escolarizada,"Calle 15 230, Col. Miraflores, CP 97179, Mérida, Yucatán",Licenciatura,Odontología,VESP,Agosto-Diciembre
